MAKE,MODEL,MYR,OL,OW,OH,WB,CW,A1,B1,C1,D1,E1,F1,G1,TWF,TWR,WDIST
MERCEDES-BENZ,SL CLASS SL55 AMG 2DR CONVERTIBLE,03,454,183,130,256,2025,129,78,29,71,119,96,102,158,154,54/46
MERCEDES-BENZ,SL CLASS SL550 2DR CONVERTIBLE,03,454,183,130,256,1919,129,78,29,71,119,96,102,158,154,50/50
MERCEDES-BENZ,SL CLASS SL600 2DR CONVERTIBLE RWD,03,454,183,130,256,1960,129,78,29,71,119,96,102,158,154,54/46
MERCEDES-BENZ,SL CLASS SL65 AMG 2DR CONVERTIBLE RWD,03,454,183,130,256,2120,129,78,29,71,119,96,102,158,154,54/46
MERCEDES-BENZ,SLK280 2DR COVERTIBLE RWD,05,408,178,130,243,1455,137,66,28,76,115,82,83,153,154,52/48
MERCEDES-BENZ,SLK350 2DR COVERTIBLE RWD,05,408,178,130,243,1465,137,66,28,76,115,82,83,153,154,52/48
MERCEDES-BENZ,SLK55 AMG 2DR CONVERTIBLE RWD,05,409,179,127,243,1540,137,66,28,76,115,82,83,153,154,52/48
MERCEDES-BENZ,SLR McLAREN ROADSTER 2DR CONV,08,466,191,126,270,1825,173,71,29,79,109,97,99,165,159,N/A
MINI,COOPER 2DR CONVERTIBLE FWD,05,364,169,142,247,1225,95,87,39,74,112,64,55,146,146,61/39
MINI,COOPER CLASSIC/COOPER 2DR HATCH FWD,07,370,168,141,247,1155,99,81,35,77,110,69,57,145,144,62/38
MINI,COOPER CLUBMAN / COOPER CLUBMAN S 5DR HATCH F,08,396,168,143,255,2141,99,122,37,77,96,69,74,144,145,N/A
MINI,COOPER S 2DR CONVERTIBLE FWD,05,366,169,143,245,1290,95,87,39,74,112,65,56,146,146,59/41
MINI,COOPER S 2DR HATCH FWD,07,370,168,141,247,1210,99,81,35,77,110,69,57,145,144,62/38
MITSUBISHI,ECLIPSE GS 2DR COUPE,07,457,184,139,258,1485,126,81,30,77,123,101,99,156,156,59/41
MITSUBISHI,ECLIPSE GT-P 2DR COUPE,07,457,184,139,258,1575,126,81,30,77,123,101,99,156,156,59/41
MITSUBISHI,ECLIPSE SPYDER 2DR CONV GS,07,457,184,138,258,1575,126,81,30,77,123,101,99,156,156,59/41
MITSUBISHI,ECLIPSE SPYDER 2DR CONV GT-P,07,457,184,139,258,1665,126,81,30,77,123,101,99,156,156,59/41
MITSUBISHI,ENDEAVOR 4DR SUV AWD LTD,04,485,187,171,274,1890,113,174,40,85,128,98,113,160,151,55/45
MITSUBISHI,ENDEAVOR 4DR SUV FWD BASE,04,485,187,171,274,1800,113,174,40,85,128,98,113,160,151,55/45
MITSUBISHI,ENDEAVOR 4DR SUV FWD SE,04,485,187,171,274,1890,113,174,40,85,128,98,113,160,151,55/45
MITSUBISHI,GALANT 4DR SEDAN FWD ES,04,482,184,147,272,1520,124,58,32,81,110,98,112,155,155,62/38
MITSUBISHI,GALANT 4DR SEDAN FWD LS,04,482,184,147,272,1615,124,58,32,81,110,98,112,155,155,62/38
MITSUBISHI,GALANT 4DR SEDAN FWD RALLIART,04,482,184,147,272,1655,124,58,32,81,110,98,112,155,155,62/38
MITSUBISHI,LANCER 4DR SEDAN FWD DE/ES/SE,07,457,176,149,264,1325,109,50,36,82,108,96,98,153,152,61/39
MITSUBISHI,LANCER 4DR SEDAN FWD GTS,07,457,176,149,264,1375,109,50,36,82,108,96,98,153,152,61/39
MITSUBISHI,LANCER EVO X 4DR SEDAN AWD GSR/MR,08,455,181,148,265,1537,106,50,35,84,108,91,98,154,153,N/A
MITSUBISHI,OUTLANDER 4DR SUV AWD XLS,07,464,180,168,267,1590,111,174,40,83,110,97,109,155,152,55/45
MITSUBISHI,OUTLANDER 4DR SUV FWD ES,07,464,180,168,267,1540,111,174,40,83,110,97,109,155,152,55/45
MITSUBISHI,OUTLANDER 4DR SUV FWD LS,07,464,180,168,267,1590,111,174,40,83,110,97,109,155,152,55/45
NISSAN,350Z COUPE 2DR RWD,03,431,182,131,266,1534,132,63,29,79,111,79,87,155,155,53/47
NISSAN,350Z ROADSTER 2 DR CONV RWD,04,431,182,133,266,1633,133,149,27,79,128,78,87,154,154,53/47
NISSAN,ALTIMA 2DR COUPE 2.5S,08,464,180,141,268,1386,116,61,37,80,109,100,97,154,155,N/A
NISSAN,ALTIMA 2DR COUPE 3.5SE,08,464,180,141,268,1445,116,61,37,80,109,100,97,154,155,N/A
NISSAN,ALTIMA 4DR SEDAN FWD 2.5S,07,482,180,147,278,1429,101,52,37,77,105,96,110,154,153,60/40
NISSAN,ALTIMA 4DR SEDAN FWD 3.5 S/3.5 SE,07,482,180,147,278,1500,101,52,37,77,105,96,110,154,153,61/39
NISSAN,ALTIMA HYBRID 4DR SEDAN FWD,07,482,180,147,278,1564,101,52,37,77,105,96,110,154,153,58/42
NISSAN,ARMADA 4DR SUV 4WD LE,04,525,200,200,313,2652,117,217,49,89,129,88,124,172,173,50/50
NISSAN,FRONTIER CREW CAB 4X2 SE,05,523,185,178,319,1925,121,269,41,81,109,80,124,157,157,57/43
NISSAN,FRONTIER CREW CAB 4X4 LE/NISMO,05,523,185,178,319,2013,121,269,41,81,109,80,124,157,157,57/43
NISSAN,FRONTIER KING CAB 4X4 SE/LE/NISMO,05,522,185,177,320,1962,118,268,44,81,115,79,123,157,157,57/43
NISSAN,FRONTIER KING CAB S/BOX 4X2 SE/LE,05,522,185,177,320,1886,118,268,44,81,115,79,123,157,157,57/43
NISSAN,FRONTIER KING CAB S/BOX 4X2 XE,05,522,158,174,320,1676,118,268,44,81,115,79,123,157,157,57/43
NISSAN,GT-R 2DR COUPE AWD,08,466,190,137,278,1740,137,64,32,82,102,91,95,158,160,53/47
NISSAN,MAXIMA 4DR SEDAN FWD 3.5SE/3.5SL,03,492,179,145,284,1641,119,66,37,79,107,95,113,156,156,61/39
NISSAN,PATHFINDER 4DR SUV 4WD LE V8,08,488,185,185,285,2313,128,198,45,79,118,86,118,158,157,51/49
NISSAN,PATHFINDER 4DR SUV 4WD S V6,08,488,185,184,285,2112,128,198,45,79,118,86,118,158,157,51/49
NISSAN,PATHFINDER 4DR SUV 4WD SE V6,08,488,185,184,285,2185,128,198,45,79,118,86,118,158,157,51/49
NISSAN,QUEST 4DR FWD 3.5S/3.5SL,03,519,196,176,315,1955,89,210,49,87,122,95,109,170,170,58/42
NISSAN,QUEST 4DR FWD 3.5SLE,03,519,196,176,315,2036,89,210,49,87,122,95,109,170,170,58/42
NISSAN,ROGUE 4DR CUV FWD S/SL,08,465,180,168,269,1485,111,158,39,80,113,98,98,153,152,59/41
NISSAN,SENTRA 4DR SEDAN FWD 2.0/S,07,457,179,151,269,1296,101,50,37,76,110,94,95,151,153,62/38
NISSAN,SENTRA 4DR SEDAN FWD 2.0SL/SE-R/SE-R SPEC V,07,457,179,151,269,1351,101,50,37,76,110,94,95,151,153,62/38
NISSAN,TITAN CREW CAB S/BOX 4X4 LE,04,565,200,195,357,2329,118,295,42,94,130,92,116,172,172,55/45
NISSAN,TITAN CREW CAB S/BOX 4X4 SE,04,565,200,195,357,2359,118,295,42,94,130,92,116,172,172,55/45
NISSAN,TITAN CREW CAB S/BOX 4X4 XE,04,565,200,195,357,2415,118,295,42,94,130,92,116,172,172,55/45
NISSAN,TITAN KING CAB S/BOX 2WD XE/SE,04,563,200,191,356,2171,118,295,48,88,130,91,116,172,172,55/45
NISSAN,TITAN KING CAB S/BOX 4X4 LE,04,563,200,195,357,2387,118,295,48,88,130,91,116,172,172,55/45
NISSAN,VERSA 4DR HATCH FWD 1.8S/1.8SL,07,430,170,154,260,1235,99,132,41,81,108,91,80,146,149,60/40
NISSAN,VERSA 4DR SEDAN FWD 1.8S/1.8SL,07,447,170,154,260,1235,100,56,41,81,108,90,98,147,148,60/40
NISSAN,XTERRA 4DR SUV 4WD S/OFF-ROAD/SE,05,453,185,190,270,1973,118,178,41,83,103,78,105,156,156,56/44
PONTIAC,G5 2DR COUPE FWD /SE/GT,06,458,173,145,262,1295,117,51,35,75,98,96,100,149,148,60/40
PONTIAC,G5 4DR SEDAN FWD /SE/GT,05,458,173,145,262,1295,109,52,36,73,102,98,100,149,148,59/41
PONTIAC,G6 2DR COUPE FWD GT/GTP,06,480,179,145,285,1548,122,61,31,81,101,102,94,151,154,62/38
PONTIAC,G6 4DR SEDAN FWD /SE,05,480,179,145,285,1507,116,55,33,76,107,102,94,153,154,62/38
PONTIAC,G6 4DR SEDAN FWD GT,05,480,179,145,285,1542,116,55,33,76,107,102,94,153,154,62/38
PONTIAC,G6 4DR SEDAN FWD GXP,05,480,179,145,285,1603,116,55,33,76,107,102,94,153,154,62/38
PONTIAC,G6 GT CONVERTIBLE 2DR FWD,06,480,179,145,285,1749,122,94,N/A,85,N/A,101,94,152,153,N/A
PONTIAC,G8 BASE 4DR SEDAN RWD,08,498,189,147,292,1762,132,64,39,80,109,91,118,158,161,50/50
PONTIAC,G8 GT 4DR SEDAN RWD,08,498,189,147,292,1812,132,64,39,80,109,91,118,158,161,50/50
PONTIAC,GRAND PRIX BASE 4DR SEDAN FWD,03,504,182,142,281,1577,133,69,35,77,105,112,112,157,156,62/38
PONTIAC,GRAND PRIX GXP 4DR SEDAN FWD,03,504,182,142,281,1633,133,69,35,77,105,112,112,157,156,62/38
PONTIAC,MONTANA SV6 EWB FWD MINIVAN,05,522,182,183,308,1954,98,215,50,86,122,102,112,159,160,56/44
PONTIAC,MONTANA SV6 SWB FWD MINIVAN,05,487,182,179,287,1908,98,178,49,88,121,101,99,159,159,56/44
PONTIAC,SOLSTICE 2DR CONV RWD,06,399,181,127,242,1297,139,105,N/A,73,N/A,76,81,152,157,52/48
PONTIAC,TORRENT 4DR SUV FWD BASE/GT,06,480,181,176,286,1687,123,164,41,85,105,97,97,156,157,57/43
PONTIAC,TORRENT 4DR SUV FWD GXP,06,480,181,176,286,1730,123,164,41,85,105,97,97,156,157,57/43
PONTIAC,WAVE 4DR HATCH FWD /SE,05,388,167,150,248,1105,84,120,38,78,96,82,58,145,141,63/37
PONTIAC,WAVE 4DR SEDAN FWD /SE,07,431,171,151,248,1148,96,47,37,78,98,85,100,144,143,N/A
PORSCHE,911 CARRERA 4/S/4S 2DR COUPE AWD,05,446,185,131,233,1432,136,76,32,71,111,103,110,148,150,38/62
PORSCHE,911 CARRERA BASE 2DR COUPE RWD,05,446,181,131,233,1395,136,76,32,71,111,103,110,148,150,38/62
PORSCHE,911 CARRERA CABRIOLET /4/S 2DR AWD,05,446,181,131,233,1395,136,56,33,70,97,103,110,147,152,38/62
PORSCHE,911 CARRERA CABRIOLET 4S 2DR RWD,05,446,181,131,233,1560,136,56,33,70,97,103,110,147,152,38/62
PORSCHE,911 GT2 2DR COUPE RWD,08,447,185,129,235,1440,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PORSCHE,911 GT3/RS 2DR COUPE AWD,07,443,181,128,236,1395,140,59,34,72,105,103,108,148,154,38/62
PORSCHE,911 TARGA 2DR COUPE 4/4S,07,446,185,131,235,1510,140,59,34,72,105,103,108,148,154,38/62
PORSCHE,911 TURBO COUPE/CABRIOLET 2DR AWD,07,445,185,130,235,1585,140,59,34,72,105,103,108,148,154,38/62
PORSCHE,BOXSTER 2DR CONVERTIBLE RWD,05,434,180,129,241,1295,135,107,30,70,116,100,92,148,150,46/54
PORSCHE,BOXSTER S 2DR CONVERTIBLE RWD,05,434,180,129,241,1345,135,107,30,70,116,100,92,148,150,46/54
PORSCHE,CARRERA GT 2DR CONV RWD,04,461,192,117,235,1380,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,42/58
PORSCHE,CAYENNE 4DR SUV /S/GTS,07,480,193,170,284,2170,128,147,43,86,120,94,102,166,164,53/47
PORSCHE,CAYENNE TURBO 4DR SUV,07,480,193,170,284,2355,128,147,43,86,120,94,102,166,164,53/47
PORSCHE,CAYMAN S 2DR COUPE RWD,06,435,180,130,241,1340,136,70,30,70,99,101,92,148,150,45/55
ROLLS-ROYCE,PHANTOM 4DR SEDAN RWD,04,583,199,163,357,2630,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ROLLS-ROYCE,PHANTOM DROPHEAD 2DR COUPE RWD,08,561,199,158,332,2620,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ROLLS-ROYCE,PHANTOM EXTENDED 4DR SEDAN RWD,04,608,199,163,382,2670,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SAAB,9-3 2DR CONVERTIBLE FWD,04,464,176,143,268,1578,120,69,33,77,130,95,101,151,150,60/40
SAAB,9-3 2DR CONVERTIBLE FWD AERO,04,464,176,143,268,1678,120,69,33,77,130,95,101,151,150,60/40
SAAB,9-3 4DR SEDAN FWD,03,464,179,147,268,1440,120,52,39,77,111,98,99,152,151,62/38
SAAB,9-3 4DR SEDAN FWD AERO,03,464,179,147,268,1490,120,52,39,77,111,98,99,152,151,62/38
SAAB,9-3 SPORTCOMBI 4DR WAGON FWD,06,465,175,144,268,1440,121,162,39,76,98,98,100,151,150,60/40
SAAB,9-3 SPORTCOMBI 4DR WAGON FWD AERO,06,465,175,144,268,1490,121,162,39,76,98,98,100,151,150,60/40
SAAB,9-5 4DR SEDAN FWD,06,484,179,145,270,1295,133,53,40,74,113,103,111,151,152,62/38
SAAB,9-5 SPORTCOMBI 4DR WAGON FWD,06,484,179,147,270,1351,131,167,39,75,113,103,111,151,153,62/38
SAAB,9-7X 4DR SUV AWD 4.2i/5.3i/AERO,05,490,192,179,287,2141,119,163,47,84,102,96,109,159,158,53/47
SATURN,ASTRA XE/XR 5DR HATCH,08,433,175,146,261,1325,114,131,36,74,104,93,82,148,147,61/39
SATURN,ASTRA XR 3DR HATCH,08,433,175,142,261,1285,114,100,33,76,104,93,81,148,148,61/39
SATURN,AURA 4DR SEDAN FWD /XE/GREEN LINE,07,485,179,146,285,1601,116,61,33,76,108,97,102,151,154,61/39
SATURN,AURA 4DR SEDAN FWD /XR,07,485,179,146,285,1654,116,61,33,76,108,97,102,151,154,61/39
SATURN,OUTLOOK 4DR SUV FWD XE/XR,07,510,199,185,302,2142,99,207,40,88,116,98,111,171,171,55/45
SATURN,RELAY 2 FWD 4DR MINIVAN,05,520,183,183,308,1919,95,215,50,87,123,100,112,160,160,56/44
SATURN,RELAY 3 FWD 4DR MINIVAN,05,520,183,183,308,1954,95,215,50,87,123,100,112,160,160,56/44
SATURN,SKY 2DR CONV RWD /REDLINE,06,409,181,127,241,1297,147,110,N/A,73,N/A,83,86,155,155,50/50
SATURN,VUE 4DR CUV FWD XE,08,458,185,170,271,1735,114,158,41,89,115,93,94,154,156,61/39
SATURN,VUE 4DR CUV FWD XR/RED LINE,08,458,185,170,271,1849,114,158,41,89,115,93,94,154,156,61/39
SATURN,VUE HYBRID 4DR CUV FWD,08,458,185,170,271,1719,114,158,41,89,115,93,94,154,156,61/39
SMART,FORTWO PASSION 2DR CONV RWD,08,270,156,154,187,840,38,65,39,89,98,44,39,128,136,43/57
SMART,FORTWO PURE/PASSION 2DR COUPE RWD,08,270,156,154,187,820,38,65,39,89,98,44,39,128,136,43/57
SUBARU,FORESTER 4DR SUV AWD 2.5 XT,06,449,174,159,252,1505,120,161,41,78,98,95,103,148,147,56/44
SUBARU,FORESTER 4DR SUV AWD 2.5X/ANN. EDITION/2.5 SX,06,449,174,159,252,1425,120,161,41,78,98,95,103,148,147,56/44
SUBARU,IMPREZA 2.5i/SPORT 4DR SEDAN AWD,08,458,174,148,262,1385,124,43,39,78,106,97,100,151,150,57/43
SUBARU,IMPREZA 5-DOOR 2.5i/SPORT WAGON AWD,08,442,174,148,262,1385,124,137,38,80,106,96,83,153,154,57/43
SUBARU,IMPREZA 5-DOOR WRX WAGON AWD,08,442,174,148,262,1425,124,137,38,80,106,96,83,153,154,57/43
SUBARU,IMPREZA WRX 4DR SEDAN AWD,08,458,174,148,262,1425,124,43,39,78,106,97,100,151,150,57/43
SUBARU,IMPREZA WRX STI 5DR HATCH AWD,08,441,180,148,262,1540,124,137,38,80,106,96,83,153,154,57/43
SUBARU,LEGACY 2.5i/TOURING 4DR WAGON AWD,04,480,175,148,267,1475,124,167,39,78,100,101,112,149,149,57/43
SUBARU,LEGACY 2.5i/TOURING/LIMITED 4DR SEDAN AWD,08,470,173,143,267,1473,126,55,38,76,104,99,104,147,148,57/43
SUBARU,LEGACY GT 4DR SEDAN AWD,08,470,173,143,267,1525,126,55,38,76,104,99,104,147,148,57/43
SUBARU,LEGACY GT 4DR WAGON AWD,07,477,173,148,266,1555,140,59,34,72,105,103,108,148,148,57/43
SUBARU,LEGACY GT SPEC.B 4DR SEDAN AWD,08,470,173,144,267,1594,126,55,38,76,104,99,104,147,148,57/43
SUBARU,OUTBACK 4DR WAGON AWD /2.5i/2.5i LIMITED,05,480,177,158,267,1500,127,167,38,76,90,100,113,150,148,54/46
SUBARU,OUTBACK 4DR WAGON AWD /2.5XT/3.0R,05,480,177,158,267,1585,127,167,38,76,90,100,113,150,148,54/46
SUBARU,OUTBACK 4DR WAGON AWD /3.0R VDC,05,480,177,158,267,1645,127,167,38,76,90,100,113,150,148,54/46
SUBARU,TRIBECA 4DR SUV AWD BASE/LIMITED,06,482,189,169,275,1885,111,175,40,89,118,102,106,159,157,54/46
SUBARU,TRIBECA 4DR SUV AWD PREMIER,06,482,189,169,275,1935,111,175,40,89,118,102,106,159,157,54/46
SUZUKI,GRAND VITARA 4DR 4WD V6 JA/JX/JLX,06,429,181,170,264,1650,114,158,42,84,108,76,89,153,154,51/49
SUZUKI,SWIFT+ /S 4DR HATCH FWD,03,388,167,150,248,1065,92,120,38,79,95,81,59,144,144,63/37
SUZUKI,SX4 4DR HATCH FWD,07,412,173,158,250,1200,98,126,42,78,100,89,73,150,151,61/39
SUZUKI,SX4 4DR HATCH FWD /JLX,07,414,176,161,250,1270,98,126,43,80,100,91,73,148,147,61/39
SUZUKI,SX4 4DR HATCH FWD /JX,07,414,176,161,250,1200,98,126,43,80,100,91,73,148,147,61/39
SUZUKI,SX4 4DR SEDAN FWD,08,449,173,155,250,1210,99,52,43,80,101,91,110,149,148,61/39
SUZUKI,SX4 SPORT 4DR SEDAN FWD,08,451,173,155,250,1210,99,52,43,80,101,91,110,149,148,61/39
SUZUKI,XL7 4DR 4WD JLX,07,501,184,173,286,1837,121,203,37,87,103,98,118,155,157,54/46
SUZUKI,XL7 4DR 4WD JX,07,501,184,173,286,1773,121,203,37,87,103,98,118,155,157,54/46
TOYOTA,4RUNNER 4DR SUV 4WD /Limited V8,03,480,191,181,279,2066,136,179,41,77,118,91,108,158,157,54/46
TOYOTA,4RUNNER 4DR SUV 4WD /SR5 V6,03,480,191,180,279,1950,136,179,41,77,118,91,108,158,157,54/46
TOYOTA,4RUNNER 4DR SUV 4WD /SR5 V8,03,480,191,181,279,1975,136,179,41,77,118,91,108,158,157,54/46
TOYOTA,AVALON 4DR SEDAN XL/XLS,06,501,185,149,282,1615,118,59,35,83,111,100,120,157,156,61/39
TOYOTA,CAMRY 4DR SEDAN FWD LE/SE,06,481,182,146,278,1500,114,54,34,83,103,96,107,158,157,60/40
TOYOTA,CAMRY 4DR SEDAN FWD LEV6/SEV6/XLEV6,06,481,182,146,278,1580,114,54,34,83,103,96,107,158,157,61/39
TOYOTA,CAMRY HYBRID 4DR SEDAN FWD,07,481,182,146,278,1669,112,53,40,81,112,95,108,158,156,57/43
TOYOTA,COROLLA 4DR SEDAN FWD CE/SPORT/LE,03,453,170,148,260,1135,112,52,37,79,106,94,100,147,145,61/39
TOYOTA,FJ CRUISER 2DR SUV 4WD,06,450,191,183,269,1948,128,146,38,84,121,86,95,158,157,53/47
TOYOTA,HIGHLANDER 4DR SUV 4WD /SR5/SPORT,08,479,191,176,279,1896,106,188,41,85,121,94,107,161,161,55/45
TOYOTA,HIGHLANDER 4DR SUV 4WD LIMITED,08,479,191,176,279,1960,106,188,41,85,121,94,107,161,161,55/45
TOYOTA,HIGHLANDER HYBRID 4DR SUV FWD BASE,08,479,191,173,279,2045,106,188,41,85,121,94,107,161,161,55/45
TOYOTA,HIGHLANDER HYBRID 4DR SUV FWD LIMITED,08,479,191,176,279,2105,106,188,41,85,121,94,107,161,161,55/45
TOYOTA,PRIUS 4DR HATCH FWD,04,446,173,148,270,1335,94,33,38,81,110,89,87,148,146,60/40
TOYOTA,RAV4 4DR SUV 4WD BASE/SPORT/LIMITED,06,455,182,175,266,1562,109,169,41,83,100,87,102,155,155,57/43
TOYOTA,RAV4 4DR SUV 4WD V6/SPORT V6/LIMITED V6,06,455,182,175,266,1658,109,169,41,83,100,87,102,155,155,57/43
TOYOTA,SEQUOIA 4DR SUV 4WD SR5/LIMITED/PLATINUM,08,521,203,190,310,2581,116,223,45,97,134,89,122,171,175,N/A
TOYOTA,SIENNA AWD XLE AWD LIMITED,04,510,196,175,303,1980,98,206,48,89,131,98,108,166,170,58/42
TOYOTA,SIENNA FWD CE/LE,04,510,196,175,303,1880,98,206,48,89,131,98,108,166,170,58/42
TOYOTA,SOLARA 2DR CONV FWD,04,490,182,143,274,1625,128,83,28,87,109,101,115,153,151,63/37
TOYOTA,SOLARA SLE V6 2DR COUPE FWD,04,490,182,143,274,1560,128,72,28,87,109,101,115,153,151,63/37
TOYOTA,TACOMA ACCESS P/U EXT CAB S/BOX 4WD/V6,05,529,190,178,325,1791,126,281,41,78,108,85,119,161,161,58/42
TOYOTA,TACOMA ACCESS P/U EXT CAB S/BOX RWD,05,529,184,167,325,1567,126,281,41,78,108,85,119,161,161,58/42
TOYOTA,TACOMA DOUBLE P/U EXT CAB L/BOX 4WD (AUTO),05,562,190,178,357,1873,126,313,41,78,108,85,119,161,161,58/42
TOYOTA,TACOMA DOUBLE P/U EXT CAB S/BOX 4WD (MANUAL),05,530,190,178,326,1837,128,281,42,79,102,85,119,161,161,58/42
TOYOTA,TACOMA PRERUNNER P/U EXT CAB L/BOX RWD,05,562,190,178,357,1767,128,313,42,79,102,85,119,161,161,58/42
TOYOTA,TUNDRA CREW MAX S/BOX 2WD 5.7 LTD,07,581,203,193,370,N/A,116,318,45,90,132,90,114,171,172,58/42
TOYOTA,TUNDRA CREW MAX S/BOX 2WD 5.7 V8,07,581,203,193,370,N/A,116,318,45,90,132,90,114,171,172,58/42
TOYOTA,TUNDRA CREW MAX S/BOX 4WD 5.7 V8,07,581,203,194,370,N/A,116,318,45,90,132,90,114,171,172,58/42
TOYOTA,TUNDRA CREW MAX S/BOX 4WD 5.7 V8 LTD,07,581,203,194,370,N/A,116,318,45,90,132,90,114,171,172,58/42
TOYOTA,TUNDRA DOUBLE CAB L/BOX 2WD 5.7 V8 6A LONG,07,629,203,193,418,N/A,116,364,45,90,132,89,114,171,172,N/A
TOYOTA,TUNDRA DOUBLE CAB L/BOX 4WD 4.7 V8 5A LONG,07,629,203,194,418,2581,116,364,45,90,132,89,114,171,172,N/A
TOYOTA,TUNDRA DOUBLE CAB L/BOX 4WD 5.7 V8 6A LONG,07,629,203,194,418,N/A,116,364,45,90,132,89,114,171,172,N/A
TOYOTA,TUNDRA DOUBLE CAB M/BOX 2WD 4.7 V8 5A STD,07,581,203,193,370,2375,116,318,45,90,132,90,114,171,172,N/A
TOYOTA,TUNDRA DOUBLE CAB M/BOX 4WD 4.7 LTD,07,581,203,194,370,2513,116,318,45,90,132,90,114,171,172,N/A
TOYOTA,TUNDRA DOUBLE CAB M/BOX 4WD 4.7 V8 5A STD,07,581,203,194,370,2513,116,318,45,90,132,90,114,171,172,N/A
TOYOTA,TUNDRA DOUBLE CAB M/BOX 4WD 5.7 V8 6A STD,07,581,203,194,370,N/A,116,318,45,90,132,90,114,171,172,N/A
TOYOTA,TUNDRA DOUBLE CAB M/BOX 4WD 5.7 V8 LTD,07,581,203,194,370,N/A,116,318,45,90,132,90,114,171,172,N/A
TOYOTA,TUNDRA REG CAB L/BOX 2WD 4.7 V8,07,581,203,193,370,2263,106,284,45,81,132,90,115,172,172,N/A
TOYOTA,TUNDRA REG CAB L/BOX 2WD 5.7 V8,07,581,203,193,370,N/A,106,284,45,81,132,90,115,172,172,N/A
TOYOTA,TUNDRA REG CAB L/BOX 4WD 4.7 V8,07,581,203,194,370,2384,106,284,45,81,132,90,115,172,172,N/A
TOYOTA,TUNDRA REG CAB L/BOX 4WD 5.7 V8,07,581,203,194,370,N/A,106,284,45,81,132,90,115,172,172,N/A
TOYOTA,YARIS 2DR HATCH FWD CE/RS,06,383,170,153,246,1050,83,102,39,82,103,76,62,147,146,60/40
TOYOTA,YARIS 4DR HATCH FWD LE/RS,06,383,170,153,246,1050,83,118,40,83,97,76,62,148,147,60/40
TOYOTA,YARIS 4DR SEDAN FWD,06,430,169,144,255,1050,93,47,36,80,95,82,93,148,147,60/40
VOLKSWAGEN,CITY GOLF 2.0 4DR HATCH FWD,07,419,174,144,251,1246,111,131,42,73,104,87,79,151,150,61/39
VOLKSWAGEN,CITY JETTA 2.0 4DR SEDAN FWD,07,438,174,145,251,1313,108,56,40,71,105,87,99,152,149,60/40
VOLKSWAGEN,EOS 4DR CONVERTIBLE FWD,07,441,179,144,258,1590,102,71,33,79,110,90,94,155,153,58/42
VOLKSWAGEN,GTI 2.0T 2 DR HATCH,06,421,176,148,258,1406,102,N/A,40,78,105,89,75,151,148,59/41
VOLKSWAGEN,GTI 2.0T 4 DR HATCH,06,421,176,148,258,1406,102,134,40,78,105,89,75,151,148,59/41
VOLKSWAGEN,JETTA 4DR SEDAN 2.5/2.0T/GLI,07,455,178,146,258,1465,101,55,37,78,108,90,108,153,148,60/40
VOLKSWAGEN,JETTA 4DR WAGON 2.5/2.0T/TDI,08,456,178,N/A,257,N/A,102,160,38,78,109,91,108,153,151,N/A
VOLKSWAGEN,NEW BEETLE 2DR CONVERTIBLE FWD 2.5L,03,409,172,150,252,1435,85,48,39,78,120,83,74,150,148,64/36
VOLKSWAGEN,NEW BEETLE 2DR HATCH FWD 2.5L,00,409,173,151,251,1308,83,51,42,75,117,82,74,151,149,64/36
VOLKSWAGEN,PASSAT 2.0T 4DR SEDAN FWD,06,478,182,147,271,1499,116,56,37,80,111,97,110,154,153,59/41
VOLKSWAGEN,PASSAT 2.0T 4DR WAGON FWD,07,478,182,147,271,1499,115,182,36,79,95,96,111,153,151,59/41
VOLKSWAGEN,PASSAT 3.6 4MOTION 4DR SEDAN AWD,06,478,182,147,271,1676,116,56,37,80,111,97,110,154,153,59/41
VOLKSWAGEN,PASSAT 3.6 4MOTION 4DR WAGON AWD,07,478,182,147,271,1732,115,182,36,79,95,96,111,153,151,58/42
VOLKSWAGEN,RABBIT 4DR HATCH,07,421,180,148,258,1349,101,134,40,76,108,90,74,152,148,62/38
VOLKSWAGEN,TOUAREG 2 4DR SUV AWD V6,04,475,193,173,284,2307,129,168,45,87,121,93,98,164,165,52/48
VOLKSWAGEN,TOUAREG 2 4DR SUV AWD V8,04,475,193,173,284,2404,129,168,45,87,121,93,98,164,165,52/48
VOLVO,C30 4DR HATCH FWD 2.4i/T5,07,425,178,145,264,1406,102,96,35,83,104,87,75,153,153,62/38
VOLVO,C70 T5 2DR CONV FWD,06,458,182,141,264,1711,103,67,34,82,103,87,108,155,154,56/44
VOLVO,S40 2.4i 4DR SEDAN FWD,04,448,177,145,264,1465,105,44,37,82,112,85,99,152,150,61/39
VOLVO,S40 T5 4DR SEDAN FWD,04,448,177,145,264,1505,105,44,37,82,112,85,99,152,150,61/39
VOLVO,S60 4DR SEDAN FWD 2.5T/T5,01,460,180,143,272,1455,111,44,37,73,122,89,99,155,155,59/41
