MAKE,MODEL,MYR,OL,OW,OH,WB,CW,A1,B1,C1,D1,E1,F1,G1,TWF,TWR,WDIST
GMC,SIERRA 2500HD EXT CAB M/BOX 2WD,07,570,203,198,365,2538,131,293,46,86,133,100,105,174,171,N/A
GMC,SIERRA 2500HD EXT CAB M/BOX 4X4,07,570,203,198,365,2652,131,293,46,86,133,100,105,174,171,N/A
GMC,SIERRA 2500HD REG CAB L/BOX 2WD,07,556,203,198,338,2408,132,278,46,86,133,100,117,174,171,N/A
GMC,SIERRA 2500HD REG CAB L/BOX 4X4,07,556,203,198,338,2519,132,278,46,86,133,100,117,174,171,N/A
GMC,SIERRA 3500 CREW CAB L/BOX 2WD DRW,07,644,244,198,426,N/A,132,366,46,86,133,100,117,174,N/A,N/A
GMC,SIERRA 3500 CREW CAB L/BOX 2WD SRW,07,644,203,198,426,N/A,132,366,46,86,133,100,117,174,171,N/A
GMC,SIERRA 3500 CREW CAB L/BOX 4X4 DRW,07,644,244,198,426,N/A,132,366,46,86,133,100,117,174,N/A,N/A
GMC,SIERRA 3500 CREW CAB L/BOX 4X4 SRW,07,644,203,198,426,N/A,132,366,46,86,133,100,117,174,171,N/A
GMC,SIERRA 3500 EXT CAB L/BOX 2WD DRW,07,618,244,198,400,2845,131,340,46,86,133,100,117,174,N/A,N/A
GMC,SIERRA 3500 EXT CAB L/BOX 2WD SRW,07,618,203,198,400,2618,131,340,46,86,133,100,117,174,171,N/A
GMC,SIERRA 3500 EXT CAB L/BOX 4X4 DRW,07,618,244,198,400,2965,131,340,46,86,133,100,117,174,N/A,N/A
GMC,SIERRA 3500 EXT CAB L/BOX 4X4 SRW,07,618,203,198,400,2731,131,340,46,86,133,100,117,174,171,N/A
GMC,SIERRA 3500 REG CAB L/BOX 4X4 DRW,07,556,244,198,338,2833,132,278,46,86,133,100,117,174,N/A,N/A
GMC,SIERRA 3500 REG CAB L/BOX 4X4 SRW,07,556,203,198,338,2764,132,278,46,86,133,100,117,174,171,N/A
GMC,YUKON 4DR SUV 4WD DENALI,07,513,201,196,295,2506,132,199,46,95,134,100,120,173,171,52/48
GMC,YUKON 4DR SUV RWD SL/SLE,07,513,201,195,295,2388,132,199,46,95,134,100,120,173,171,52/48
GMC,YUKON HYBRID 4DR SUV 4WD,08,513,201,196,295,2625,132,199,46,95,134,100,120,173,171,N/A
GMC,YUKON HYBRID 4DR SUV RWD,08,513,201,195,295,2513,132,199,46,95,134,100,120,173,171,N/A
GMC,YUKON-XL 4DR SUV 4WD DENALI,07,565,201,196,330,2648,132,251,46,95,135,100,134,173,171,50/50
GMC,YUKON-XL 4DR SUV RWD SL/SLE,07,565,201,195,330,2543,132,251,46,95,135,100,134,173,171,50/50
HONDA,ACCORD 2DR COUPE EX/EX-L,08,485,185,143,274,1491,128,60,34,81,114,102,111,158,157,61/39
HONDA,ACCORD 2DR COUPE EX-L V6,08,485,185,143,274,1623,128,60,34,81,114,102,111,158,157,62/38
HONDA,ACCORD 4DR SEDAN EX/EX-L,08,493,185,148,280,1523,126,58,38,79,113,100,114,158,156,61/39
HONDA,ACCORD 4DR SEDAN EX-V6/EX-L V6,08,494,185,148,280,1621,126,58,38,79,113,100,114,158,156,62/38
HONDA,ACCORD 4DR SEDAN LX,08,493,185,148,280,1468,126,58,38,79,113,100,114,158,156,61/39
HONDA,CIVIC 2DR COUPE FWD DX/DX-G/LX,06,444,175,136,265,1178,89,61,33,77,108,87,92,150,151,60/40
HONDA,CIVIC 2DR COUPE FWD EX-L,06,444,175,136,265,1226,89,61,33,77,108,87,92,150,151,60/40
HONDA,CIVIC 2DR COUPE FWD Si,06,444,175,136,265,1310,89,61,33,77,108,87,92,150,151,60/40
HONDA,CIVIC 4DR SEDAN FWD DX/DX-G/LX/EX-L,06,449,175,144,270,1199,89,45,39,76,111,87,93,148,151,60/40
HONDA,CIVIC 4DR SEDAN Si,06,449,175,144,270,1305,89,45,39,76,111,87,93,148,151,60/40
HONDA,CIVIC HYBRID 4DR SEDAN FWD,06,449,175,144,270,1304,89,45,39,76,111,87,93,148,151,60/40
HONDA,CR-V 4DR SUV AWD EX/EX-L,07,452,182,168,262,1604,98,152,40,84,103,89,100,156,156,57/43
HONDA,CR-V 4DR SUV FWD LX,07,452,182,168,262,1544,98,152,40,84,103,89,100,156,156,57/43
HONDA,ELEMENT 4DR SUV FWD LX/EX/SC,03,430,182,178,258,1535,99,161,40,90,117,80,92,158,158,57/43
HONDA,FIT 4DR HATCH FWD /DX/LX/SPORT,06,399,170,153,245,1141,97,133,41,79,100,84,72,145,144,63/37
HONDA,ODYSSEY 4DR MINIVAN DX/LX,05,511,196,175,300,1989,95,208,45,91,102,93,118,169,169,55/45
HONDA,ODYSSEY 4DR MINIVAN EX/EX-L,05,511,196,178,300,2062,95,208,45,91,102,93,118,169,169,55/45
HONDA,ODYSSEY 4DR MINIVAN TOURING,05,511,196,178,300,2095,95,208,45,91,102,93,118,169,169,55/45
HONDA,PILOT LX/SE/EX-L 4DR SUV AWD,03,478,196,182,269,2021,114,192,45,84,116,100,110,170,169,55/45
HONDA,PILOT LX-2WD 4DR SUV FWD,03,478,196,182,269,1931,114,192,45,84,116,100,110,170,169,55/45
HONDA,RIDGELINE PICKUP,05,525,195,179,310,2043,112,278,40,83,120,96,120,170,170,58/42
HONDA,S2000 CONVERTIBLE,00,412,175,129,240,1290,146,74,29,73,119,79,94,147,150,49/51
HUMMER,H2 4DR SUV 4WD,08,482,206,201,312,3017,123,205,37,93,158,84,86,174,177,54/46
HUMMER,H2 SUT P/U REG CAB S/BOX 4WD,05,479,206,189,310,2902,125,224,35,90,154,85,84,175,177,54/46
HUMMER,H3 4DR SUV 4WD /X,06,463,190,189,284,2132,127,185,31,85,107,80,99,165,167,50/50
HUMMER,H3 4DR SUV 4WD ALPHA,06,463,190,189,284,2206,127,185,31,85,107,80,99,165,167,50/50
HYUNDAI,ACCENT 2DR HATCHBACK L/GL/SPORT/SR,06,405,170,170,250,1073,105,86,37,79,101,85,70,147,145,62/38
HYUNDAI,ACCENT 4DR SEDAN FWD GLS,06,428,170,147,250,1166,103,53,37,78,101,85,93,145,146,62/38
HYUNDAI,ACCENT 4DR SEDAN FWD L/GL,06,428,170,147,250,1058,103,53,37,78,101,85,93,145,146,62/38
HYUNDAI,AZERA 4DR SEDAN FWD GLS/LIMITED,06,490,185,149,278,1648,118,62,40,80,108,97,116,157,156,61/39
HYUNDAI,ELANTRA 4DR SEDAN FWD GLS/SE,07,451,178,148,265,1313,103,54,39,78,108,88,99,154,152,63/37
HYUNDAI,ENTOURAGE 4DR VAN FWD L/GL/GLS/LIMITED,07,513,199,176,302,1996,101,215,48,87,97,99,115,166,168,57/43
HYUNDAI,SANTA FE 4DR SUV AWD LIMITED,07,468,189,180,270,1871,118,171,44,83,99,95,104,162,162,57/43
HYUNDAI,SANTA FE 4DR SUV FWD GL,07,468,189,180,270,1690,118,171,44,83,99,95,104,162,162,57/43
HYUNDAI,SANTA FE 4DR SUV FWD GLS,07,468,189,180,270,1724,118,171,44,83,99,95,104,162,162,57/43
HYUNDAI,SONATA 4DR SEDAN GL/GLS,06,480,183,148,273,1476,120,68,39,79,103,98,110,156,154,61/39
HYUNDAI,SONATA 4DR SEDAN LIMITED,06,480,183,148,273,1569,120,68,39,79,103,98,110,156,154,61/39
HYUNDAI,TIBURON 2DR HATCH FWD GS,02,440,176,133,253,1315,129,45,28,80,119,99,86,151,150,62/38
HYUNDAI,TIBURON 2DR HATCH FWD GS SPORT/GT,02,440,176,133,253,1347,129,45,28,80,119,99,86,151,150,62/38
HYUNDAI,TIBURON 2DR HATCH FWD GTP,02,440,176,133,253,1354,129,45,28,80,119,99,86,151,150,62/38
HYUNDAI,TUCSON 4DR SUV GLS FWD,05,433,180,173,263,1470,103,148,40,81,94,90,81,155,155,60/40
HYUNDAI,TUCSON 4DR SUV SE/LIMITED AWD,05,433,183,173,263,1609,103,148,40,81,94,90,81,155,155,60/40
HYUNDAI,TUCSON 4DR SUV SE/LIMITED FWD,05,433,183,173,263,1528,103,148,40,81,94,90,81,155,155,60/40
HYUNDAI,VERACRUZ 4DR CUV AWD GLS/LIMITED,08,484,197,181,281,2009,120,172,44,88,119,95,108,165,165,56/44
INFINITI,EX 4DR CUV AWD LUXURY/JOURNEY,08,463,180,159,280,1776,128,137,39,85,105,88,96,153,153,53/47
INFINITI,FX35 4DR SUV AWD,03,480,192,167,285,1957,132,143,36,88,107,90,105,158,165,54/46
INFINITI,FX45 4DR SUV AWD,03,480,192,167,285,2036,132,143,36,88,107,90,105,158,165,54/46
INFINITI,G 2DR COUPE /SPORT PACKAGE/SPORT M6,08,465,182,139,285,1644,127,65,32,80,108,85,96,155,155,54/46
INFINITI,G SEDAN /G25 SPORT M6 RWD,07,475,177,145,285,1591,122,52,36,79,106,82,110,150,150,54/46
INFINITI,G SEDAN G35 SPORT M6/G35X AWD SPORT,07,475,177,145,285,1680,122,52,36,79,106,82,110,150,150,55/45
INFINITI,M35 4DR SEDAN RWD,05,491,180,147,289,1764,126,48,36,80,107,87,116,153,153,54/46
INFINITI,M35X 4DR SEDAN AWD,05,491,180,147,289,1834,126,48,36,80,107,87,116,153,153,55/45
INFINITI,M45 4DR SEDAN RWD,05,491,180,147,289,1817,126,50,36,79,106,87,115,153,153,54/46
INFINITI,M45X 4DR SEDAN AWD,05,491,180,147,289,1894,126,50,36,79,106,87,115,153,153,54/46
INFINITI,QX56 4DR SUV 4X4,04,527,200,200,314,2682,118,217,51,91,131,90,123,170,170,52/48
JAGUAR,S-TYPE 4DR SEDAN RWD /3.0 V6,00,486,182,145,291,1706,123,69,37,70,112,86,110,154,154,52/48
JAGUAR,S-TYPE 4DR SEDAN RWD /4.2 V8,00,488,182,145,291,1755,123,69,37,70,112,86,110,154,154,52/48
JAGUAR,S-TYPE 4DR SEDAN RWD /R,00,488,182,145,291,1848,123,69,37,70,112,86,110,154,154,52/48
JAGUAR,XJ SUPER V8 4DR SEDAN RWD,05,524,182,146,315,1815,128,82,36,79,107,87,122,156,155,52/48
JAGUAR,XJ VANDEN PLAS 4DR SEDAN RWD,05,524,182,146,315,1732,128,82,36,79,107,87,122,156,155,52/48
JAGUAR,XJ XJ8/XJR 4DR SEDAN RWD,04,509,182,145,303,1690,130,84,35,80,109,84,121,155,155,52/48
JAGUAR,XK /XKR CONVERTIBLE,06,478,186,N/A,275,1665,150,99,N/A,80,N/A,96,109,155,161,53/47
JAGUAR,XK /XKR COUPE,06,478,188,133,275,1705,150,44,28,79,106,96,109,156,162,53/47
JAGUAR,X-TYPE 3.0 4DR SEDAN AWD,02,467,179,139,270,1595,90,71,37,75,115,90,107,152,154,60/40
JAGUAR,X-TYPE SPORTWAGON 3.0 4DR WAGON AWD,04,471,179,139,271,1706,121,N/A,37,75,104,90,110,151,153,60/40
JEEP,COMMANDER 4DR SUV 4WD LIMITED,06,479,190,182,279,2326,128,190,42,87,142,87,113,159,157,51/49
JEEP,COMMANDER 4DR SUV 4WD SPORT,06,479,190,182,279,2190,128,190,42,87,142,87,113,159,157,51/49
JEEP,COMPASS 4DR SUV FWD SPORT/NORTH/LIMITED,07,441,181,163,264,1404,105,151,40,83,102,89,90,152,150,56/44
JEEP,GRAND CHEROKEE 4DR SUV 4WD LAREDO,05,474,186,172,278,2014,126,165,39,85,109,87,109,157,157,54/46
JEEP,GRAND CHEROKEE 4DR SUV 4WD LIMITED/OVERLAND,05,474,186,172,278,2116,126,165,39,85,109,87,109,157,157,54/46
JEEP,GRAND CHEROKEE 4DR SUV 4WD SRT8,06,479,186,169,278,2171,131,165,39,91,128,90,111,162,158,55/45
JEEP,LIBERTY 4DR SUV 4WD SPORT/NORTH EDITION/LIMIT,08,449,184,181,269,1872,132,175,42,83,121,75,106,155,153,52/48
JEEP,PATRIOT 4DR SUV FWD SPORT/NORTH/LIMITED,07,441,176,164,264,1410,106,172,38,86,113,88,89,151,150,56/44
JEEP,WRANGLER 2DR SUV 4WD X/SAHARA/RUBICON,08,396,187,184,242,1854,152,117,41,78,142,71,83,159,159,50/50
JEEP,WRANGLER UNLIMITED X/SAHARA/RUBICON 4DR SUV 4,07,440,188,180,295,1936,151,171,40,79,144,70,83,156,157,50/50
KIA,AMANTI 4DR SEDAN FWD,07,500,185,149,280,1710,131,80,39,77,106,101,120,157,157,62/38
KIA,MAGENTIS 4DR SEDAN LX/LX PREMIUM,07,474,181,148,272,1425,119,57,37,79,108,93,108,156,156,N/A
KIA,MAGENTIS 4DR SEDAN LX-V6/LX-V6 LUXURY,07,474,181,148,272,1491,119,57,37,79,108,93,108,156,156,N/A
KIA,RIO 4DR SEDAN FWD EX/EX CONVENIENCE,06,424,170,147,250,1104,104,52,37,78,103,83,91,147,146,63/37
KIA,RIO5 4DR HATCH FWD EX/EX CONVENIENCE/EX SPORT,06,399,170,147,250,1114,104,123,37,77,100,83,68,147,146,63/38
KIA,RONDO 4DR WAGON FWD EX-V6/EX-V6 LUXURY,07,455,182,165,270,1565,107,167,45,83,90,93,91,156,155,60/40
KIA,RONDO 4DR WAGON FWD LX/EX/EX PREMIUM,07,455,182,165,270,1515,107,167,45,83,90,93,91,156,155,60/40
KIA,SEDONA 5DR VAN FWD EX,06,513,199,183,302,2107,101,215,48,88,114,98,114,168,167,57/43
KIA,SEDONA 5DR VAN FWD LX,06,513,199,176,302,1990,101,215,48,88,114,98,114,168,167,57/43
KIA,SORENTO 4DR SUV 4WD LX/LX LUXURY,07,459,188,181,271,2024,116,155,41,85,97,84,105,159,157,56/44
KIA,SPECTRA 4DR SEDAN FWD LX,05,449,172,147,259,1225,113,52,38,77,99,92,98,150,148,61/39
KIA,SPECTRA 4DR SEDAN FWD LX CONV/LX PREMIUM,05,449,172,147,259,1348,113,52,38,77,99,92,98,150,148,61/39
KIA,SPECTRA5 4DR HATCH FWD LX/LX CONV/SX,05,434,174,147,261,1290,114,55,38,79,99,91,84,150,148,60/40
KIA,SPORTAGE 4DR SUV AWD LX-V6 LUXURY,05,437,180,169,263,1600,100,140,42,81,99,88,86,155,154,59/41
KIA,SPORTAGE 4DR SUV FWD LX,05,435,180,169,263,1476,100,140,42,81,99,88,86,155,154,59/41
KIA,SPORTAGE 4DR SUV FWD LX-V6,05,435,180,169,263,1520,100,140,42,81,99,88,86,155,154,59/41
LAMBORGHINI,GALLARDO 2DR COUPE AWD,04,430,190,117,256,1430,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LAMBORGHINI,GALLARDO SPYDER 2DR CONV AWD,06,430,190,118,256,1570,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LAMBORGHINI,GALLARDO SUPERLEGGERA 2DR COUPE AWD,04,430,190,117,256,1430,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LAMBORGHINI,MURCIELAGO LP640 2DR COUPE AWD,07,461,206,114,267,1655,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LAMBORGHINI,MURCIELAGO LP640 ROADSTER 2DR CONVERTIBLE AWD,07,461,206,114,267,1665,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LAND ROVER,LR2 4DR SUV 4WD SE/HSE,07,450,191,174,266,1930,115,168,46,82,112,94,94,160,160,57/43
LAND ROVER,LR3 4DR SUV 4WD V6 SE,05,485,191,189,288,2411,121,196,51,89,124,83,116,161,160,48/52
LAND ROVER,LR3 4DR SUV 4WD V8 SE/V8 HSE,05,485,191,189,288,2461,121,196,51,89,124,83,116,161,160,48/52
LAND ROVER,RANGE ROVER HSE 4DR SUV 4WD,06,497,192,191,288,2480,138,176,50,90,116,89,120,162,160,48/52
LAND ROVER,RANGE ROVER SPORT 4DR SUV 4WD,06,479,193,182,275,2840,133,157,48,89,121,88,117,164,161,59/41
LAND ROVER,RANGE ROVER SUPERCHARGED 4DR SUV 4WD,06,497,192,191,288,2557,138,157,50,90,116,89,120,162,160,48/52
LEXUS,ES 350 4DR SEDAN FWD,07,486,182,145,278,1624,126,50,35,80,113,97,111,156,159,60/40
LEXUS,GS 350 4DR SEDAN RWD,05,483,182,143,284,1680,126,47,33,80,102,86,113,154,153,53/47
LEXUS,GS 450h 4DR SEDAN RWD,07,483,182,143,285,1875,126,47,33,80,102,86,113,154,153,53/47
LEXUS,GS 460 4DR SEDAN RWD,05,483,182,143,284,1740,130,51,35,80,101,86,113,155,155,54/46
LEXUS,GX 470 4DR SUV AWD,04,480,188,180,280,2150,135,N/A,47,83,119,90,110,157,158,53/47
LEXUS,IS 250 4DR SEDAN AWD,06,458,180,144,273,1656,128,45,34,81,99,82,104,151,152,52/48
LEXUS,IS 250 4DR SEDAN RWD,06,458,180,143,273,1567,128,45,34,81,99,82,104,151,152,52/48
LEXUS,IS 350 4DR SEDAN RWD,06,458,180,143,273,1600,128,45,34,81,99,82,104,151,152,52/48
LEXUS,IS-F 4DR SEDAN RWD,08,466,182,142,273,1715,136,55,34,81,104,89,105,155,151,52/48
LEXUS,LS 460 4DR SEDAN RWD,08,503,188,148,297,1980,132,55,37,83,113,89,117,161,161,52/48
LEXUS,LS 460 L 4DR SEDAN RWD,07,515,188,148,309,2025,132,54,36,81,112,89,118,161,160,52/48
LEXUS,LS 600h L 4DR SEDAN AWD,07,515,188,149,309,2290,132,54,36,81,112,89,118,161,160,52/48
LEXUS,LX 570 4DR SUV,08,499,197,189,285,2449,135,207,46,86,125,99,120,163,165,N/A
LEXUS,RX 350 4DR SUV AWD,04,473,185,174,272,1855,109,154,39,87,110,98,104,157,153,57/43
LEXUS,RX 400h 4DR SUV AWD,06,476,185,174,271,1981,107,154,39,86,104,101,105,157,154,57/43
LEXUS,SC 430 2DR CONVERTIBLE,02,451,183,135,262,1742,131,101,30,81,122,89,99,153,156,51/49
LINCOLN,MARK LT P/U EXT CAB S/BOX 4WD,05,565,200,187,352,2575,129,294,44,91,127,97,116,169,169,57/43
LINCOLN,MARK LT P/U EXT CAB S/BOX RWD,05,565,200,187,352,2436,129,294,44,91,127,97,116,169,169,57/43
LINCOLN,MKS 4DR SEDAN AWD,08,518,193,156,287,1940,132,55,35,85,116,108,125,165,167,N/A
LINCOLN,MKS 4DR SEDAN FWD,08,518,193,156,287,1872,132,55,35,85,116,108,125,165,167,N/A
LINCOLN,MKX 4DR SUV FWD,06,475,190,176,282,2004,105,156,41,84,117,96,98,161,164,60/40
LINCOLN,MKZ 4DR SEDAN,06,484,183,141,273,1603,122,63,36,78,105,100,111,154,155,61/39
LINCOLN,NAVIGATOR 4DR SUV 4WD /ULTIMATE,07,529,200,189,302,2753,137,213,50,82,96,104,124,169,169,51/49
LINCOLN,NAVIGATOR L 4DR SUV 4WD,07,567,200,198,333,2822,137,252,50,82,96,104,162,169,169,51/49
LOTUS,ELISE 2DR COUPE RWD,08,379,185,112,230,900,93,125,26,61,109,79,70,146,150,38/62
LOTUS,EXIGE S 2DR COUPE RWD,08,379,185,117,230,942,95,135,26,63,110,80,70,146,150,38/62
MASERATI,COUPE 2DR COUPE RWD GT/GRANSPORT,03,453,182,130,266,1670,137,45,35,71,110,96,91,150,153,52/48
MASERATI,GRANTURISMO 2DR COUPE RWD,08,488,185,135,294,1866,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MASERATI,QUATTROPORTE AUTOMATIC/EXECUTIVE GT/SPORT GT,04,505,189,144,305,1985,144,64,80,38,101,86,114,158,156,47/53
MAYBACH,MAYBACH 57 4DR SEDAN RWD,08,573,198,157,339,2735,158,74,41,84,118,100,133,166,169,N/A
MAYBACH,MAYBACH 57S 4DR SEDAN RWD,08,573,198,156,339,2735,158,74,41,84,118,100,133,166,169,N/A
MAYBACH,MAYBACH 62 4DR SEDAN RWD,03,616,198,157,383,2855,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAYBACH,MAYBACH 62 S 4DR SEDAN RWD,07,616,198,157,383,2855,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MAZDA,B2300 P/U REG CAB 4X2,00,476,176,165,283,1358,129,207,43,74,122,85,108,149,146,60/40
MAZDA,B3000 P/U CAB PLUS 4X2 DUAL SPORT,99,515,176,173,319,1552,129,207,43,74,122,85,111,149,146,60/40
MAZDA,B4000 P/U CAB PLUS 4X2 DUAL SPORT,99,515,176,164,319,1581,129,207,43,74,122,85,111,149,146,60/40
MAZDA,B4000 P/U CAB PLUS 4X4,02,515,179,172,320,1706,129,207,43,74,122,85,111,149,146,60/40
MAZDA,CX-7 4DR SUV FWD GS/GT,07,468,187,165,275,1683,106,156,34,83,115,98,95,161,162,58/42
MAZDA,CX-9 4DR SUV FWD GS/GT,07,507,194,173,288,1956,116,178,40,89,117,107,114,165,164,55/45
MAZDA,MAZDA3 4DR SEDAN FWD /GX/GS/GT,04,453,176,147,263,1249,111,49,36,79,107,94,96,152,150,60/40
MAZDA,MAZDA3 SPORT 4DR HATCH FWD GX/GS/GT,04,448,176,147,264,1271,111,132,37,81,107,94,90,151,151,60/40
MAZDA,MAZDA5 4DR WAGON FWD SPORT/GS/GT,06,461,176,163,275,1553,100,174,41,92,100,92,96,151,154,56/44
MAZDA,MAZDA6 4DR SEDAN FWD  GS-L4/GT-L4,03,476,178,144,268,1387,120,59,35,79,103,98,110,152,153,62/38
MAZDA,MAZDA6 4DR SEDAN FWD GS-V6/GT-V6,03,476,178,144,268,1504,120,59,35,79,103,98,110,152,153,62/38
MAZDA,MAZDA6 SPORT 4DR HATCH  GS-L4/GT-L4,04,476,178,144,267,1446,121,39,37,80,102,99,110,151,152,62/38
MAZDA,MAZDA6 SPORT 4DR HATCH  GS-V6/GT-V6,04,476,178,144,267,1526,121,39,37,80,102,99,110,151,152,62/38
MAZDA,MAZDASPEED3 4DR HATCH FWD,07,449,177,147,264,1432,110,132,36,80,107,93,91,153,152,61/39
MAZDA,MX-5 2DR CONVERTIBLE RWD /GX/GS/GT,06,399,172,125,233,1120,135,78,N/A,68,N/A,77,89,149,148,51/49
MAZDA,RX-8 2DR COUPE RWD /GS/GT,04,443,177,134,270,1384,127,52,28,80,98,81,92,150,150,52/48
MAZDA,TRIBUTE GS 4DR SUV FWD,07,444,181,173,262,1522,116,168,38,83,88,87,95,156,154,59/41
MAZDA,TRIBUTE GT 4DR SUV AWD,07,444,181,173,262,1589,116,168,38,83,88,87,95,156,154,59/41
MAZDA,TRIBUTE GX 4DR SUV FWD,07,444,181,173,262,1466,116,168,38,83,88,87,95,156,154,59/41
MERCEDES-BENZ,B CLASS B200/B200 TURBO 4DR WAGON FWD,06,427,178,160,278,1355,104,161,42,87,102,84,65,153,153,59/41
MERCEDES-BENZ,C-CLASS C300 / C350 4DR SEDAN RWD,08,458,177,144,276,1600,117,57,37,78,109,76,110,152,150,53/47
MERCEDES-BENZ,CL CLASS CL550 2DR COUPE RWD,08,507,187,149,296,2035,142,63,34,79,108,92,120,159,158,55/45
MERCEDES-BENZ,CL CLASS CL600 2DR COUPE RWD,08,507,187,142,296,2220,142,63,34,79,108,92,120,159,158,55/45
MERCEDES-BENZ,CL CLASS CL63 AMG 2DR COUPE RWD,08,508,187,149,296,2125,142,63,34,79,108,92,120,159,158,55/45
MERCEDES-BENZ,CL CLASS CL65 AAMG 2DR COUPE RWD,08,508,187,142,296,2275,142,63,34,79,108,92,120,159,158,55/45
MERCEDES-BENZ,CLK350 2DR CONV RWD,04,464,174,138,272,1743,131,74,35,76,122,83,109,148,145,53/47
MERCEDES-BENZ,CLK350 2DR COUPE RWD,03,464,174,141,271,1625,128,55,34,78,100,83,110,149,146,53/47
MERCEDES-BENZ,CLK550 2DR CONV RWD,04,464,174,138,272,1770,131,74,35,76,122,83,109,148,145,53/47
MERCEDES-BENZ,CLK550 2DR COUPE RWD,03,465,174,141,271,1626,128,55,34,78,100,83,110,149,146,53/47
MERCEDES-BENZ,CLK63 AMG 2DR CONV,07,464,174,138,272,1770,131,74,35,76,122,83,109,148,145,53/47
MERCEDES-BENZ,CLS-CLASS CLS550 4DR COUPE RWD,05,492,187,139,284,1810,135,61,30,83,114,90,118,160,156,52/48
MERCEDES-BENZ,CLS-CLASS CLS63 AMG 4DR COUPE RWD,05,491,187,139,285,1845,135,61,30,83,114,90,118,160,156,52/48
MERCEDES-BENZ,E CLASS E300 4MATIC 4DR SEDAN AWD,07,486,182,148,285,1770,133,56,38,75,109,86,115,157,155,51/49
MERCEDES-BENZ,E CLASS E320 BLUETEC 4DR SEDAN RWD,07,486,182,148,285,1750,133,56,38,75,109,86,115,157,155,51/49
MERCEDES-BENZ,E CLASS E350 4MATIC 4DR SEDAN AWD,07,486,182,148,285,1785,133,56,38,75,109,86,115,157,155,51/49
MERCEDES-BENZ,E CLASS E350 4MATIC 4DR WAGON AWD,07,489,182,151,285,1920,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,51/49
MERCEDES-BENZ,E CLASS E550 4MATIC 4DR SEDAN AWD,07,486,182,148,285,1880,133,56,38,75,109,86,115,157,155,51/49
MERCEDES-BENZ,E CLASS E63 AMG 4DR SEDAN RWD,07,486,182,148,285,1840,133,56,38,75,109,86,115,157,155,51/49
MERCEDES-BENZ,G CLASS G500 4DR SUV 4WD,02,444,181,198,285,2390,148,174,48,93,149,77,82,154,152,54/46
MERCEDES-BENZ,G CLASS G55 AMG 4DR SUV 4WD,03,445,181,198,285,2444,151,174,48,83,147,78,83,151,150,54/46
MERCEDES-BENZ,GL CLASS GL320 CDI 4DR SUV AWD,07,509,192,184,308,2410,124,220,43,88,109,87,115,166,166,50/50
MERCEDES-BENZ,GL CLASS GL450 4DR SUV AWD,07,509,192,184,308,2395,124,220,43,88,109,87,115,166,166,50/50
MERCEDES-BENZ,GL CLASS GL550 4DR SUV AWD,07,509,192,184,308,2465,124,220,43,88,109,87,115,166,166,50/50
MERCEDES-BENZ,M CLASS ML320 CDI 4DR SUV 4WD,07,479,191,182,292,2210,116,180,42,89,100,86,102,162,163,53/47
MERCEDES-BENZ,M CLASS ML350 4DR SUV 4WD,07,479,191,182,292,2145,116,180,42,89,100,86,102,162,163,53/47
MERCEDES-BENZ,M CLASS ML500 4DR SUV 4WD,07,479,191,182,292,2185,116,180,42,89,100,86,102,162,163,53/47
MERCEDES-BENZ,M CLASS ML63 AMG 4DR SUV 4WD,07,479,191,182,292,2370,116,180,42,89,100,86,102,162,163,53/47
MERCEDES-BENZ,R CLASS R320 CDI 4DR WAGON AWD,07,516,192,166,322,2355,124,218,43,90,123,94,102,164,162,52/48
MERCEDES-BENZ,R CLASS R350 4DR WAGON AWD,06,517,192,166,322,2285,124,218,43,90,123,94,102,164,162,52/48
MERCEDES-BENZ,R CLASS R550 4DR WAGON AWD,06,517,192,166,322,2335,124,218,43,90,123,94,102,164,162,52/48
MERCEDES-BENZ,R CLASS R63 AMG 4DR WAGON AWD,07,516,192,166,322,2395,124,218,43,90,123,94,102,164,162,52/48
MERCEDES-BENZ,S CLASS S450 4MATIC 4DR SEDAN AWD,08,508,187,147,304,2095,137,62,39,81,109,87,119,159,158,52/48
MERCEDES-BENZ,S CLASS S550 4MATIC 4DR SEDAN AWD,06,521,187,147,317,2100,139,63,40,82,109,87,119,159,159,52/48
MERCEDES-BENZ,S CLASS S600 4DR SEDAN RWD,06,521,187,147,317,2250,139,63,40,82,109,87,119,159,159,50/50
MERCEDES-BENZ,S CLASS S63 AMG 4DR SEDAN RWD,06,521,187,149,317,2155,139,63,40,82,109,87,119,159,159,50/50
MERCEDES-BENZ,S CLASS S65 AMG 4DR SEDAN RWD,06,521,187,147,317,2285,139,63,40,82,109,87,119,159,159,50/50
