MAKE,MODEL,MYR,OL,OW,OH,WB,CW,A1,B1,C1,D1,E1,F1,G1,TWF,TWR,WDIST,model_year
gmc,sierra 2500hd crew cab m/box 4x4,14,598,203,199,390,2918,136,328,44,89,129,100,108,175,172,N/A,sierra 2500hd crew cab m/box 4x414
gmc,sierra 2500hd crew cab m/box 4x4 denali,14,598,203,199,390,2971,136,328,44,89,129,100,108,175,172,N/A,sierra 2500hd crew cab m/box 4x4 denali14
gmc,sierra 2500hd double cab l/box 2wd,14,622,203,198,402,2836,136,352,44,89,129,100,120,175,172,N/A,sierra 2500hd double cab l/box 2wd14
gmc,sierra 2500hd double cab l/box 4x4,14,622,203,198,402,2991,136,352,44,89,129,100,120,175,172,N/A,sierra 2500hd double cab l/box 4x414
gmc,sierra 2500hd double cab m/box 2wd,14,573,203,198,366,2791,136,304,44,89,129,100,108,175,172,N/A,sierra 2500hd double cab m/box 2wd14
gmc,sierra 2500hd double cab m/box 4x4,14,573,203,198,366,2918,136,304,44,89,129,100,108,175,172,N/A,sierra 2500hd double cab m/box 4x414
gmc,sierra 2500hd reg cab l/box 2wd,14,559,203,198,339,2554,136,283,44,89,129,100,120,175,172,N/A,sierra 2500hd reg cab l/box 2wd14
gmc,sierra 2500hd reg cab l/box 4x4,14,559,203,198,339,2704,136,283,44,89,129,100,120,175,172,N/A,sierra 2500hd reg cab l/box 4x414
gmc,sierra 3500hd crew cab l/box drw 2wd,14,646,244,198,426,3076,136,376,44,89,129,100,120,175,172,N/A,sierra 3500hd crew cab l/box drw 2wd14
gmc,sierra 3500hd crew cab l/box drw 4x4,14,646,244,198,426,3225,136,376,44,89,129,100,120,175,172,N/A,sierra 3500hd crew cab l/box drw 4x414
gmc,sierra 3500hd crew cab l/box drw 4x4 denali,14,646,244,198,426,3635,136,376,44,89,129,100,120,175,172,N/A,sierra 3500hd crew cab l/box drw 4x4 denali14
gmc,sierra 3500hd crew cab l/box srw 2wd,14,646,203,198,426,2899,136,376,44,89,129,100,120,175,172,N/A,sierra 3500hd crew cab l/box srw 2wd14
gmc,sierra 3500hd crew cab l/box srw 4x4,14,646,203,198,426,3054,136,376,44,89,129,100,120,175,172,N/A,sierra 3500hd crew cab l/box srw 4x414
gmc,sierra 3500hd crew cab m/box 2wd,14,598,203,199,390,2864,136,328,44,89,129,100,108,175,172,N/A,sierra 3500hd crew cab m/box 2wd14
gmc,sierra 3500hd crew cab m/box 4x4,14,598,203,199,390,2998,136,328,44,89,129,100,108,175,172,N/A,sierra 3500hd crew cab m/box 4x414
gmc,sierra 3500hd crew cab m/box 4x4 denali,14,598,203,199,390,3048,136,328,44,89,129,100,108,175,172,N/A,sierra 3500hd crew cab m/box 4x4 denali14
gmc,sierra 3500hd double cab l/box drw 2wd,14,622,244,197,402,2802,136,352,44,89,129,100,120,175,172,N/A,sierra 3500hd double cab l/box drw 2wd14
gmc,sierra 3500hd double cab l/box drw 4x4,14,622,244,197,402,2960,136,352,44,89,129,100,120,175,172,N/A,sierra 3500hd double cab l/box drw 4x414
gmc,sierra 3500hd double cab l/box srw 2wd,14,622,203,198,402,2619,136,352,44,89,129,100,120,175,172,N/A,sierra 3500hd double cab l/box srw 2wd14
gmc,sierra 3500hd double cab l/box srw 4x4,14,622,203,198,402,2763,136,352,44,89,129,100,120,175,172,N/A,sierra 3500hd double cab l/box srw 4x414
gmc,sierra 3500hd reg cab l/box drw 2wd,14,559,244,197,339,2802,136,283,44,89,129,100,120,175,172,N/A,sierra 3500hd reg cab l/box drw 2wd14
gmc,sierra 3500hd reg cab l/box drw 4x4,14,559,244,196,339,2960,136,283,44,89,129,100,120,175,172,N/A,sierra 3500hd reg cab l/box drw 4x414
gmc,sierra 3500hd reg cab l/box srw 2wd,14,559,203,196,339,2619,136,283,44,89,129,100,120,175,172,N/A,sierra 3500hd reg cab l/box srw 2wd14
gmc,sierra 3500hd reg cab l/box srw 4x4,14,559,203,198,339,2763,136,283,44,89,129,100,120,175,172,N/A,sierra 3500hd reg cab l/box srw 4x414
gmc,yukon 4dr suv 4wd denali,14,518,204,189,295,2606,138,209,43,103,122,102,120,175,174,52/48,yukon 4dr suv 4wd denali14
gmc,yukon 4dr suv 4wd sle/slt,14,518,204,189,295,2515,138,209,43,103,122,102,120,175,174,52/48,yukon 4dr suv 4wd sle/slt14
gmc,yukon 4dr suv rwd sle/slt,14,518,204,189,295,2408,138,209,43,103,122,102,120,175,174,52/48,yukon 4dr suv rwd sle/slt14
gmc,yukon-xl 4dr suv 4wd denali,14,570,204,189,330,2713,138,261,43,103,122,103,137,175,174,51/49,yukon-xl 4dr suv 4wd denali14
gmc,yukon-xl 4dr suv 4wd sle/slt,14,570,204,189,330,2620,138,261,43,103,122,103,137,175,174,51/49,yukon-xl 4dr suv 4wd sle/slt14
gmc,yukon-xl 4dr suv rwd sle/slt,14,570,204,189,330,2511,138,261,43,103,122,103,137,175,174,51/49,yukon-xl 4dr suv rwd sle/slt14
honda,cr-z 2 dr hatchback,11,408,174,139,244,1205,107,20,31,80,100,95,69,152,150,59/41,cr-z 2 dr hatchback11
honda,fit 4dr hatch fwd dx/lx,14,406,170,148,253,1131,87,135,39,82,100,81,72,146,146,62/38,fit 4dr hatch fwd dx/lx14
honda,fit 4dr hatch fwd ex/ex-l navi,14,406,170,148,253,1170,87,135,39,82,100,81,72,146,146,62/38,fit 4dr hatch fwd ex/ex-l navi14
honda,odyssey 4dr minivan ex-l res/ex-l navi/touring,11,515,201,174,300,2067,99,212,43,90,132,94,120,172,173,56/44,odyssey 4dr minivan ex-l res/ex-l navi/touring11
honda,odyssey 4dr minivan lx/se/ex/ex res,11,515,201,174,300,1996,99,212,43,90,132,94,120,172,173,56/44,odyssey 4dr minivan lx/se/ex/ex res11
hyundai,accent 4dr hatchback l/gl/gls (manual),11,412,170,145,257,1129,104,130,37,79,105,82,73,149,149,62/38,accent 4dr hatchback l/gl/gls (manual)11
hyundai,accent 4dr hatchback le/gl/se/gls (auto),11,412,170,145,257,1159,104,130,37,79,105,82,73,149,149,62/38,accent 4dr hatchback le/gl/se/gls (auto)11
hyundai,accent 4dr sedan l (manual),11,437,172,145,257,1125,103,50,36,79,106,82,97,149,150,62/38,accent 4dr sedan l (manual)11
hyundai,accent 4dr sedan le/gl/se/gls (auto),11,437,172,145,257,1155,103,50,36,79,106,82,97,149,150,62/38,accent 4dr sedan le/gl/se/gls (auto)11
hyundai,elantra 4dr sedan,14,455,178,145,270,1305,104,50,33,80,114,87,99,156,158,62/38,elantra 4dr sedan14
hyundai,elantra gt 5dr hatchback,12,429,178,145,264,1295,105,131,36,81,108,88,77,155,156,61/39,elantra gt 5dr hatchback12
hyundai,equus 4dr sedan signature/ultimate,11,516,189,149,305,2052,139,65,38,83,116,89,123,162,163,52/48,equus 4dr sedan signature/ultimate11
hyundai,genesis 2dr coupe rwd 3.8 gt,12,463,186,139,282,1628,134,52,31,77,116,83,98,163,162,55/45,genesis 2dr coupe rwd 3.8 gt12
hyundai,genesis 4dr sedan awd 3.8 premium/3.8 lux/3.8 tec,14,499,190,147,301,1948,142,56,35,85,110,85,113,164,167,52/48,genesis 4dr sedan awd 3.8 premium/3.8 lux/3.8 tec14
hyundai,genesis 4dr sedan awd 5.0 ultimate,14,499,190,147,301,2126,142,56,35,85,110,85,113,164,167,52/48,genesis 4dr sedan awd 5.0 ultimate14
hyundai,santa fe sport awd 4dr suv,13,469,188,169,270,1640,121,167,37,94,116,93,106,163,164,56/44,santa fe sport awd 4dr suv13
hyundai,santa fe sport fwd 4dr suv,13,469,188,169,270,1569,121,167,37,94,116,93,106,163,164,56/44,santa fe sport fwd 4dr suv13
hyundai,santa fe xl awd 4dr suv,13,490,189,170,280,1968,124,191,36,93,116,95,115,163,164,56/44,santa fe xl awd 4dr suv13
hyundai,santa fe xl fwd 4dr suv,13,490,189,170,280,1790,124,191,36,93,116,95,115,163,164,56/44,santa fe xl fwd 4dr suv13
hyundai,veloster 3dr hatchback,11,422,179,140,265,1243,106,113,31,80,114,83,74,156,156,60/40,veloster 3dr hatchback11
hyundai,veloster turbo 3dr hatchback,11,425,181,140,265,1172,108,114,31,80,114,85,75,156,157,60/40,veloster turbo 3dr hatchback11
jeep,cherokee 4dr suv awd,14,462,186,169,270,1788,127,161,40,83,122,100,93,157,157,57/43,cherokee 4dr suv awd14
jeep,cherokee 4dr suv fwd,14,462,186,169,270,1669,127,161,40,83,122,100,93,157,157,57/43,cherokee 4dr suv fwd14
jeep,grand cherokee 4dr suv laredo 4x4,13,482,194,176,292,2121,133,169,40,91,127,88,102,162,163,51/49,grand cherokee 4dr suv laredo 4x413
jeep,grand cherokee 4dr suv limited 4x4,13,482,194,176,292,2211,133,169,40,91,127,88,102,162,163,53/47,grand cherokee 4dr suv limited 4x413
jeep,grand cherokee 4dr suv overland/summit 4x4,13,482,194,176,292,2261,133,169,40,91,127,88,102,162,163,53/47,grand cherokee 4dr suv overland/summit 4x413
jeep,grand cherokee srt 4dr suv,13,486,196,176,292,2336,134,169,40,94,126,90,106,162,163,53/47,grand cherokee srt 4dr suv13
kia,cadenza /premium 4dr sedan,14,497,185,148,285,1660,131,63,37,83,111,97,116,160,160,59/41,cadenza /premium 4dr sedan14
kia,forte 4dr sedan,14,456,178,143,270,1318,107,51,35,79,111,88,98,156,157,62/38,forte 4dr sedan14
kia,forte koupe ex 2dr coupe,14,453,178,141,270,1302,107,49,30,80,113,88,95,156,157,63/37,forte koupe ex 2dr coupe14
kia,forte koupe sx/sx luxury 2dr coupe,14,453,178,141,270,1353,107,49,30,80,113,88,95,156,157,63/37,forte koupe sx/sx luxury 2dr coupe14
kia,forte lx 4dr sedan,14,456,178,143,270,1272,107,51,35,79,111,88,98,156,157,62/38,forte lx 4dr sedan14
kia,forte5 lx/ex 5dr hatchback,14,435,178,145,270,1321,107,135,34,79,111,88,77,156,157,62/38,forte5 lx/ex 5dr hatchback14
kia,forte5 sx/sx luxury 5dr hatchback,14,435,178,145,270,1372,107,135,34,79,111,88,77,156,157,62/38,forte5 sx/sx luxury 5dr hatchback14
kia,k900 v6 4dr sedan,14,509,190,149,305,1940,139,56,35,87,116,88,117,161,165,50/50,k900 v6 4dr sedan14
kia,k900 v8 elite 4dr sedan,14,509,190,149,305,2066,139,56,35,87,116,88,117,161,165,50/50,k900 v8 elite 4dr sedan14
kia,rio 4dr sedan,12,436,172,146,257,1131,94,50,34,79,109,81,98,152,153,63/37,rio 4dr sedan12
kia,rio 5dr hatchback,12,405,172,146,257,1124,94,121,34,80,108,81,67,152,153,63/37,rio 5dr hatchback12
kia,rondo lx - 5 passenger,14,452,181,161,275,1445,100,168,38,91,105,94,83,157,159,60/40,rondo lx - 5 passenger14
kia,rondo lx/ex/ex luxury - 7 passenger,14,452,181,161,275,1505,100,168,38,91,105,94,83,157,159,60/40,rondo lx/ex/ex luxury - 7 passenger14
kia,soul ev,14,414,180,160,257,1492,104,152,33,90,103,83,73,157,159,61/39,soul ev14
kia,soul ex/sx,14,414,180,160,257,1287,104,152,33,90,103,83,73,157,159,61/39,soul ex/sx14
kia,soul lx,14,414,180,160,257,1231,104,152,33,90,103,83,73,157,159,61/39,soul lx14
kia,sportage 4dr suv lx awd/ex awd/ex luxury,11,444,186,165,264,1554,114,152,33,90,112,89,91,161,162,58/42,sportage 4dr suv lx awd/ex awd/ex luxury11
kia,sportage 4dr suv lx/ex fwd,11,444,186,165,264,1471,114,152,33,90,112,89,91,161,162,58/42,sportage 4dr suv lx/ex fwd11
kia,sportage 4dr suv sx,11,444,186,165,264,1662,114,152,33,90,112,89,91,161,162,58/42,sportage 4dr suv sx11
lexus,ct200h 4dr hatchback/f-sport,14,435,177,146,260,1460,117,137,35,81,101,94,81,152,153,59/41,ct200h 4dr hatchback/f-sport14
lexus,es300h hybrid 4dr sedan,13,490,182,145,282,1660,131,49,32,82,109,99,109,159,158,59/41,es300h hybrid 4dr sedan13
lexus,es350 4dr sedan,13,490,182,145,282,1610,131,49,32,82,109,99,109,159,158,61/39,es350 4dr sedan13
lexus,is 200t rwd sedan,14,467,181,143,280,1625,138,49,34,80,103,84,104,154,155,55/45,is 200t rwd sedan14
lexus,is 300/350 awd sedan,14,467,181,143,280,1695,138,49,34,80,103,84,104,154,155,55/45,is 300/350 awd sedan14
lexus,ls460 awd 4dr sedan,13,509,188,147,297,2110,147,60,35,84,109,92,120,160,161,52/48,ls460 awd 4dr sedan13
lexus,ls460l awd 4dr sedan,13,521,188,147,309,2210,147,60,35,84,109,92,120,160,161,52/48,ls460l awd 4dr sedan13
lexus,ls600h l hybrid 4dr sedan,13,521,188,148,309,2370,147,60,35,84,109,92,120,160,161,52/48,ls600h l hybrid 4dr sedan13
lincoln,mkc 4dr suv awd,14,455,186,166,269,1792,117,152,37,90,107,96,91,159,159,57/43,mkc 4dr suv awd14
lincoln,mks 4dr sedan,14,522,193,157,287,1992,141,62,35,85,116,108,128,165,166,58/42,mks 4dr sedan14
lincoln,mkz 2.0l/hybrid 4dr sedan,13,493,186,148,285,1736,131,58,30,87,116,97,111,158,158,59/41,mkz 2.0l/hybrid 4dr sedan13
lincoln,mkz 3.7l awd 4dr sedan,13,493,186,148,285,1815,131,58,30,87,116,97,111,158,158,59/41,mkz 3.7l awd 4dr sedan13
lincoln,navigator 4dr suv 4wd,14,527,200,199,302,2753,135,213,50,82,96,101,124,170,171,50/50,navigator 4dr suv 4wd14
lincoln,navigator l 4dr suv 4wd,14,565,200,199,333,2856,135,251,50,82,96,101,131,170,171,N/A,navigator l 4dr suv 4wd14
mazda,cx-5 gs 4dr suv fwd,12,455,184,167,270,1559,123,146,39,87,111,94,91,158,158,56/44,cx-5 gs 4dr suv fwd12
mazda,cx-5 gs/gt 4dr suv awd,12,455,184,167,270,1629,123,146,39,87,111,94,91,158,158,56/44,cx-5 gs/gt 4dr suv awd12
mazda,cx-5 gx 4dr suv awd,12,455,184,167,270,1556,123,146,39,87,111,94,91,158,158,56/44,cx-5 gx 4dr suv awd12
mazda,cx-5 gx 4dr suv fwd,12,455,184,167,270,1489,123,146,39,87,111,94,91,158,158,56/44,cx-5 gx 4dr suv fwd12
mazda,mazda3 gt 4dr sedan,14,458,180,146,270,1383,128,45,32,79,113,93,96,156,156,60/40,mazda3 gt 4dr sedan14
mazda,mazda3 gx/gs 4dr sedan,14,458,180,146,270,1327,128,45,32,79,113,93,96,156,156,60/40,mazda3 gx/gs 4dr sedan14
mazda,mazda3 sport gt 4dr hatcback,14,446,180,146,270,1384,128,133,35,78,113,93,84,156,156,59/41,mazda3 sport gt 4dr hatcback14
mazda,mazda3 sport gx/gs 4dr hatcback,14,446,180,146,270,1330,128,133,35,78,113,93,84,156,156,59/41,mazda3 sport gx/gs 4dr hatcback14
mazda,mazda5 4dr minivan,11,459,175,162,275,1578,104,178,41,89,110,92,92,154,152,51/49,mazda5 4dr minivan11
mazda,mazda6 4dr sedan,13,489,184,145,283,1474,133,52,30,82,115,96,108,159,158,59/41,mazda6 4dr sedan13
mini,3 door cooper hatch fwd,14,384,173,141,250,1182,105,91,33,82,114,76,58,150,150,61/39,3 door cooper hatch fwd14
mini,3 door cooper s hatch fwd,14,386,173,141,250,1252,106,92,33,82,114,77,59,149,149,63/37,3 door cooper s hatch fwd14
mini,3 door john cooper works hatch fwd,14,387,173,141,250,1290,106,92,33,82,114,77,59,149,149,62/38,3 door john cooper works hatch fwd14
mini,countryman cooper s all4 4dr suv,11,411,179,156,260,1475,107,135,37,84,102,76,74,153,156,58/42,countryman cooper s all4 4dr suv11
mini,countryman john cooper works all4 4dr suv,11,411,179,156,260,1500,107,135,37,84,102,76,74,153,156,58/42,countryman john cooper works all4 4dr suv11
mini,coupe cooper s 2dr coupe,12,373,168,138,247,1215,105,39,29,77,119,70,57,146,147,63/37,coupe cooper s 2dr coupe12
mini,coupe john cooper works 2dr coupe,12,373,168,138,247,1230,105,39,29,77,119,70,57,145,146,63/37,coupe john cooper works 2dr coupe12
mini,paceman cooper s all4 2dr coupe,13,412,179,152,260,1365,111,96,31,86,121,77,75,152,155,59/41,paceman cooper s all4 2dr coupe13
mini,paceman john cooper works all4 2dr coupe,13,412,179,152,260,1501,111,96,31,86,121,77,75,152,155,59/41,paceman john cooper works all4 2dr coupe13
mitsubishi,imiev 4dr hatchback es,12,368,159,162,255,1146,52,118,39,86,119,58,55,142,138,45/55,imiev 4dr hatchback es12
nissan,altima 2.5 4dr sedan,13,487,183,147,278,1453,125,55,34,80,110,97,112,159,158,60/40,altima 2.5 4dr sedan13
nissan,altima 3.5 4dr sedan,13,487,183,148,278,1576,125,55,34,80,110,97,112,158,158,61/39,altima 3.5 4dr sedan13
nissan,juke 4dr suv nismo rs fwd,14,416,177,157,253,1344,111,105,34,84,103,85,78,153,153,60/40,juke 4dr suv nismo rs fwd14
nissan,juke 4dr suv nismo/nismo rs awd,14,416,177,157,253,1460,111,105,34,84,103,85,78,153,151,60/40,juke 4dr suv nismo/nismo rs awd14
nissan,juke 4dr suv sv awd/sl awd,11,413,177,157,253,1443,110,102,34,84,103,84,75,153,151,60/40,juke 4dr suv sv awd/sl awd11
nissan,juke 4dr suv sv fwd,11,413,177,157,253,1324,110,102,34,84,103,84,75,153,153,60/40,juke 4dr suv sv fwd11
nissan,leaf 4dr hatchback s/sv,11,445,177,155,270,1481,108,138,39,83,108,95,78,154,153,56/44,leaf 4dr hatchback s/sv11
nissan,leaf 4dr hatchback sl,11,445,177,155,270,1541,108,138,39,83,108,95,78,154,153,56/44,leaf 4dr hatchback sl11
nissan,micra 4dr hatchback,14,383,167,153,245,1044,97,113,41,78,91,76,62,146,147,N/A,micra 4dr hatchback14
nissan,nv1500 standard roof s,11,611,203,213,371,2634,146,312,58,104,168,105,133,175,175,N/A,nv1500 standard roof s11
nissan,nv200 s/sv van,13,473,173,187,293,1479,100,208,48,98,126,95,84,153,152,N/A,nv200 s/sv van13
nissan,nv2500 highroof v6 s,11,611,203,267,371,2716,146,312,58,104,168,105,133,175,175,N/A,nv2500 highroof v6 s11
nissan,nv2500 highroof v6 sv/v8 s,11,611,203,267,371,2759,146,312,58,104,168,105,133,175,175,N/A,nv2500 highroof v6 sv/v8 s11
nissan,nv2500 highroof v8 sv,11,611,203,267,371,2826,146,312,58,104,168,105,133,175,175,N/A,nv2500 highroof v8 sv11
nissan,nv2500 standard roof v6 s/v6 sv/v8 s,11,611,203,213,371,2671,146,312,58,104,168,105,133,175,175,N/A,nv2500 standard roof v6 s/v6 sv/v8 s11
nissan,nv2500 standard roof v8 sv,11,611,203,213,371,2748,146,312,58,104,168,105,133,175,175,N/A,nv2500 standard roof v8 sv11
nissan,nv3500 highroof v8 s,11,611,203,269,371,2751,146,312,58,104,168,105,133,175,175,N/A,nv3500 highroof v8 s11
nissan,nv3500 highroof v8 sv,11,611,203,269,371,2828,146,312,58,104,168,105,133,175,175,N/A,nv3500 highroof v8 sv11
nissan,nv3500 passenger van standard roof s v6/s v8/,11,611,203,213,371,3068,146,312,58,104,168,105,133,175,175,N/A,nv3500 passenger van standard roof s v6/s v8/11
nissan,nv3500 passenger van standard roof sv v8/sl v,11,611,203,213,371,3143,146,312,58,104,168,105,133,175,175,N/A,nv3500 passenger van standard roof sv v8/sl v11
nissan,nv3500 standard roof v8 s,11,611,203,216,371,2673,146,312,58,104,168,105,133,175,175,N/A,nv3500 standard roof v8 s11
nissan,nv3500 standard roof v8 sv,11,611,203,216,371,2750,146,312,58,104,168,105,133,175,175,N/A,nv3500 standard roof v8 sv11
nissan,pathfinder fwd 4dr suv,13,501,196,177,290,1939,122,191,43,87,114,100,111,167,167,54/46,pathfinder fwd 4dr suv13
nissan,pathfinder platinum awd 4dr suv,13,501,196,177,290,2119,122,191,43,87,114,100,111,167,167,54/46,pathfinder platinum awd 4dr suv13
nissan,pathfinder s/sv/sl awd 4dr suv,13,501,196,177,290,2005,122,191,43,87,114,100,111,167,167,54/46,pathfinder s/sv/sl awd 4dr suv13
nissan,quest 4dr minivan s/sv,11,510,197,186,300,1987,99,217,44,96,137,94,116,173,173,55/45,quest 4dr minivan s/sv11
nissan,quest 4dr minivan sl/le,11,510,197,186,300,2043,99,217,44,96,137,94,116,173,173,55/45,quest 4dr minivan sl/le11
nissan,rogue 4dr suv awd,14,463,184,172,270,1610,117,165,41,85,111,93,100,160,160,57/43,rogue 4dr suv awd14
nissan,rogue 4dr suv fwd,14,463,184,172,270,1550,117,165,41,85,111,93,100,160,160,57/43,rogue 4dr suv fwd14
nissan,sentra 4dr sedan,13,463,176,150,270,1306,109,50,34,80,113,91,102,153,153,60/40,sentra 4dr sedan13
nissan,versa note 4dr hatchback,13,415,170,154,260,1114,96,133,34,83,102,84,71,148,148,60/40,versa note 4dr hatchback13
porsche,911 carrera 4/4s/4gts 2dr coupe awd,12,449,185,130,245,1450,135,70,31,73,99,100,106,153,156,38/62,911 carrera 4/4s/4gts 2dr coupe awd12
porsche,911 carrera 4/4s/4gts cabriolet awd,12,449,185,130,245,1520,135,70,31,73,N/A,100,106,153,156,38/62,911 carrera 4/4s/4gts cabriolet awd12
porsche,911 carrera base/s 2dr coupe rwd,12,449,181,130,245,1400,135,70,31,73,99,100,106,153,152,38/62,911 carrera base/s 2dr coupe rwd12
porsche,911 carrera base/s cabriolet 2dr convertible,12,449,181,130,245,1470,135,70,31,73,N/A,100,106,153,152,38/62,911 carrera base/s cabriolet 2dr convertible12
porsche,911 carrera gts 2dr coupe rwd,12,449,185,130,245,1425,135,70,31,73,99,100,106,153,156,38/62,911 carrera gts 2dr coupe rwd12
porsche,911 carrera gts cabriolet 2dr convertible,12,449,185,130,245,1495,135,70,31,73,N/A,100,106,153,156,38/62,911 carrera gts cabriolet 2dr convertible12
porsche,911 gt3 2dr coupe rwd,14,455,185,127,246,1430,N/A,N/A,31,73,99,N/A,N/A,155,156,38/62,911 gt3 2dr coupe rwd14
porsche,911 targa 4/4s/4gts 2dr coupe awd,12,449,185,130,245,1540,135,70,31,73,99,100,106,153,156,38/62,911 targa 4/4s/4gts 2dr coupe awd12
porsche,911 turbo cabriolet /turbo s cabriolet,14,451,188,130,245,1665,137,68,31,73,N/A,102,104,154,159,39/61,911 turbo cabriolet /turbo s cabriolet14
porsche,911 turbo/turbo s coupe 2dr awd,14,451,188,130,245,1595,137,68,31,73,99,102,104,154,159,39/61,911 turbo/turbo s coupe 2dr awd14
porsche,918 spyder/weissach package,14,465,194,117,273,1675,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,918 spyder/weissach package14
porsche,cayenne 4dr suv,11,485,194,171,290,2110,139,151,42,87,122,98,98,165,167,53/47,cayenne 4dr suv11
porsche,cayenne diesel 4dr suv,11,485,194,171,290,2110,139,151,42,87,122,98,98,165,167,53/47,cayenne diesel 4dr suv11
porsche,cayenne s e-hybrid 4dr suv,11,485,194,171,290,2350,139,151,42,87,122,98,98,165,167,53/47,cayenne s e-hybrid 4dr suv11
porsche,cayenne s/gts 4dr suv,11,485,194,171,290,2085,139,151,42,87,122,98,98,165,167,53/47,cayenne s/gts 4dr suv11
porsche,cayenne turbo/turbo s 4dr suv,11,485,194,170,290,2260,139,151,42,87,122,98,98,165,167,53/47,cayenne turbo/turbo s 4dr suv11
porsche,cayman base/s 2dr coupe rwd,14,438,180,129,248,1310,135,52,30,75,102,99,90,152,156,46/54,cayman base/s 2dr coupe rwd14
porsche,cayman gt4 2dr coupe rwd,14,444,182,127,248,1340,N/A,N/A,30,75,102,N/A,N/A,152,156,46/54,cayman gt4 2dr coupe rwd14
porsche,cayman gts 2dr coupe rwd,14,440,180,128,248,1345,138,52,30,75,102,102,90,152,156,46/54,cayman gts 2dr coupe rwd14
porsche,macan s 4dr suv awd,14,468,192,162,281,1865,136,134,38,87,123,94,94,163,165,57/43,macan s 4dr suv awd14
porsche,macan turbo 4dr suv awd,14,468,192,162,281,1925,136,134,38,87,123,94,94,163,165,57/43,macan turbo 4dr suv awd14
porsche,panamera /s  4dr hatchback rwd,14,502,193,142,292,1770,145,121,33,81,115,98,111,165,163,54/46,panamera /s  4dr hatchback rwd14
porsche,panamera 4/4s 4dr hatchback awd,14,502,193,142,292,1820,145,121,33,81,115,98,111,165,163,54/46,panamera 4/4s 4dr hatchback awd14
porsche,panamera 4s executive 4dr hatchback awd,14,517,193,143,307,2000,145,121,33,81,115,98,111,165,163,54/46,panamera 4s executive 4dr hatchback awd14
porsche,panamera gts 4dr hatchback awd,14,502,193,141,292,1925,145,121,33,81,115,98,111,165,163,54/46,panamera gts 4dr hatchback awd14
porsche,panamera s e-hybrid  4dr hatchback rwd,14,502,193,142,292,2000,145,121,33,81,115,98,111,165,163,54/46,panamera s e-hybrid  4dr hatchback rwd14
porsche,panamera turbo/turbo s  4dr hatchback awd,14,502,193,142,292,1970,145,121,33,81,115,98,111,165,163,54/46,panamera turbo/turbo s  4dr hatchback awd14
porsche,panamera turbo/turbo s executive 4dr hatchback awd,14,517,193,143,307,2070,145,121,33,81,115,98,111,165,163,54/46,panamera turbo/turbo s executive 4dr hatchback awd14
scion,fr-s 2dr coupe,12,424,178,129,257,1251,133,55,31,72,108,85,82,152,154,55/45,fr-s 2dr coupe12
scion,tc 2 dr hatchback,14,449,180,142,270,1377,121,35,37,83,111,96,83,154,156,63/37,tc 2 dr hatchback14
scion,xb 4dr suv,14,427,176,161,260,1373,103,153,36,90,123,87,80,153,152,63/37,xb 4dr suv14
subaru,brz 2dr coupe,12,424,178,129,257,1254,133,55,31,72,108,85,82,152,154,55/45,brz 2dr coupe12
subaru,forester 4dr suv 2.0xt,13,460,180,174,264,1649,121,160,42,86,115,96,100,155,155,57/43,forester 4dr suv 2.0xt13
subaru,forester 4dr suv 2.5i,13,460,180,174,264,1498,121,160,42,86,115,96,100,155,155,57/43,forester 4dr suv 2.5i13
subaru,impreza 4dr sedan 2.0i,12,458,174,147,265,1370,120,46,34,81,114,94,99,151,152,60/40,impreza 4dr sedan 2.0i12
subaru,impreza 5dr hatch 2.0i,12,442,174,147,265,1365,120,139,34,81,112,94,83,151,152,60/40,impreza 5dr hatch 2.0i12
subaru,wrx 4dr sedan,14,459,178,144,265,1483,120,45,36,83,111,95,99,152,152,60/40,wrx 4dr sedan14
subaru,wrx sti 4dr sedan,14,459,178,144,265,1527,120,45,36,83,111,95,99,152,152,60/40,wrx sti 4dr sedan14
subaru,xv crosstrek hybrid,13,445,178,162,263,1595,123,140,36,82,118,97,85,153,153,59/41,xv crosstrek hybrid13
subaru,xv crosstrek touring/sport/limited,13,445,178,162,263,1455,123,140,36,82,118,97,85,153,153,59/41,xv crosstrek touring/sport/limited13
toyota,avalon 4dr sedan,13,496,184,146,282,1610,125,51,35,82,109,98,116,159,158,61/39,avalon 4dr sedan13
toyota,corolla 4dr sedan,14,464,178,146,270,1265,117,50,35,80,99,97,98,152,152,61/39,corolla 4dr sedan14
toyota,highlander awd 4dr suv,14,486,193,173,279,2035,123,86,39,89,115,96,111,163,163,55/45,highlander awd 4dr suv14
toyota,highlander fwd 4dr suv,14,486,193,173,279,1925,123,86,39,89,115,96,111,163,163,55/45,highlander fwd 4dr suv14
toyota,highlander hybrid 4dr suv,14,486,193,173,279,2190,123,86,39,89,115,96,111,163,163,55/45,highlander hybrid 4dr suv14
toyota,prius c 5dr hatchback,13,400,170,145,255,1132,96,137,37,79,96,81,64,145,144,61/39,prius c 5dr hatchback13
toyota,prius v 5dr hatchback,12,462,178,158,278,1505,109,179,40,86,109,93,91,154,155,59/41,prius v 5dr hatchback12
toyota,tundra crew max s/box 4wd sr5/platinum,14,574,203,193,370,2555,121,311,46,94,133,90,113,173,173,58/42,tundra crew max s/box 4wd sr5/platinum14
