MAKE,MODEL,MYR,OL,OW,OH,WB,CW,A1,B1,C1,D1,E1,F1,G1,TWF,TWR,WDIST,model_year
toyota,tundra double cab l/box 4wd,14,622,203,194,418,2540,121,359,46,94,133,90,113,173,173,58/42,tundra double cab l/box 4wd14
toyota,tundra double cab m/box 2wd sr5 4.6l,14,574,203,193,370,2310,121,311,46,94,133,90,113,173,173,58/42,tundra double cab m/box 2wd sr5 4.6l14
toyota,tundra double cab m/box 4wd sr5 4.6l/sr5 5.7/,14,574,203,194,370,2450,121,311,46,94,133,90,113,173,173,58/42,tundra double cab m/box 4wd sr5 4.6l/sr5 5.7/14
toyota,tundra reg cab l/box 2wd,14,574,203,194,370,2230,121,280,46,94,133,90,113,173,173,58/42,tundra reg cab l/box 2wd14
toyota,tundra reg cab l/box 4wd,14,574,203,193,370,2360,121,280,46,94,133,90,113,173,173,58/42,tundra reg cab l/box 4wd14
volkswagen,beetle 2dr convertible,13,428,181,147,254,1463,118,47,33,82,127,88,86,158,155,63/37,beetle 2dr convertible13
volkswagen,beetle 2dr coupe 1.8 tsi,12,428,181,149,254,1337,118,44,33,82,111,88,86,158,155,63/37,beetle 2dr coupe 1.8 tsi12
volkswagen,beetle 2dr coupe tdi,12,428,181,149,254,1394,118,44,33,82,111,88,86,158,155,63/37,beetle 2dr coupe tdi12
volkswagen,cc 4dr coupe sportline/highline 2.0 tsi,13,480,186,142,271,1527,129,56,30,80,118,97,112,155,155,59/41,cc 4dr coupe sportline/highline 2.0 tsi13
volkswagen,golf 4dr gti / r hatch,14,425,180,144,263,1378,116,140,37,78,108,85,77,154,152,60/40,golf 4dr gti / r hatch14
volkswagen,golf 4dr hatch 1.8 tsi,14,425,180,144,263,1318,116,140,37,78,108,85,77,154,151,60/40,golf 4dr hatch 1.8 tsi14
volkswagen,golf 4dr hatch tdi,14,425,180,144,263,1372,116,140,37,78,108,85,77,154,151,60/40,golf 4dr hatch tdi14
volkswagen,passat 1.8l tsi 4dr sedan,11,487,184,147,280,1439,121,54,35,79,113,91,114,156,153,60/40,passat 1.8l tsi 4dr sedan11
volkswagen,passat tdi 4dr sedan,11,487,184,147,280,1546,121,54,35,79,113,91,114,156,153,60/40,passat tdi 4dr sedan11
volkswagen,passat vr6 4dr sedan,11,487,184,147,280,1563,121,54,35,79,113,91,114,156,153,59/41,passat vr6 4dr sedan11
volkswagen,tiguan 2.0 4motion 4dr suv,12,443,181,170,260,1629,114,146,42,81,116,93,90,157,157,57/43,tiguan 2.0 4motion 4dr suv12
volkswagen,tiguan 2.0 fwd 4dr suv,12,443,181,170,260,1539,114,146,42,81,116,93,90,157,157,57/43,tiguan 2.0 fwd 4dr suv12
volkswagen,touareg 3.0l tdi 4motion 4dr suv,11,480,194,173,289,2256,139,157,38,87,122,92,98,164,164,53/47,touareg 3.0l tdi 4motion 4dr suv11
volkswagen,touareg 3.6l vr6 4dr suv awd,11,480,194,173,289,2130,139,157,38,87,122,92,98,164,164,53/47,touareg 3.6l vr6 4dr suv awd11
volvo,s60 4dr sedan t5/t6 awd,11,464,187,148,278,1749,127,50,35,83,112,94,92,159,159,62/38,s60 4dr sedan t5/t6 awd11
volvo,s60 4dr sedan t5/t6 fwd,11,464,187,148,278,1658,127,50,35,83,112,94,92,159,159,62/38,s60 4dr sedan t5/t6 fwd11
volvo,s60 cross country 4dr sedan,11,464,187,154,278,1757,127,50,35,83,112,94,92,162,158,62/38,s60 cross country 4dr sedan11
volvo,v60 4dr wagon t5 awd,14,464,186,148,278,1634,126,166,34,83,103,95,91,159,159,62/38,v60 4dr wagon t5 awd14
volvo,v60 4dr wagon t5 drive-e fwd,14,464,186,148,278,1689,126,166,34,83,103,95,91,159,159,62/38,v60 4dr wagon t5 drive-e fwd14
volvo,v60 4dr wagon t6 awd,14,464,186,148,278,1822,126,166,34,83,103,95,91,159,159,62/38,v60 4dr wagon t6 awd14
volvo,v60 cross country 4dr wagon t5 awd,14,464,186,155,278,1634,126,166,34,83,103,95,91,162,158,62/38,v60 cross country 4dr wagon t5 awd14
audi,rs3 sedan tfsi quattro,14,448,180,140,263,N/A,122,48,34,78,108,89,96,156,153,60/40,rs3 sedan tfsi quattro14
bmw,2 series 228i xdrive 2dr coupe,14,443,177,142,268,1495,134,53,34,81,104,78,96,152,156,53/47,2 series 228i xdrive 2dr coupe14
bmw,3 series 330e iperformance sedan,12,463,181,143,281,1773,137,52,37,77,109,78,104,154,158,52/48,3 series 330e iperformance sedan12
bmw,3 series 330i xdrive gran turismo,14,483,183,151,292,1825,141,119,38,82,108,81,110,154,159,49/51,3 series 330i xdrive gran turismo14
bmw,3 series 340i xdrive gran turismo,14,483,183,151,292,1865,141,119,38,82,108,81,110,154,159,49/51,3 series 340i xdrive gran turismo14
bmw,3 series touring 330i xdrive 4dr wagon,13,463,181,143,281,1758,137,163,37,77,103,78,104,153,157,49/51,3 series touring 330i xdrive 4dr wagon13
bmw,6 series gran coupe alpina b6,13,501,189,139,297,2030,158,60,31,81,107,94,110,160,167,53/47,6 series gran coupe alpina b613
bmw,x5 xdrive35d third row seating 4dr suv,14,489,194,176,293,2313,140,179,44,91,113,89,107,164,165,50/50,x5 xdrive35d third row seating 4dr suv14
bmw,x5 xdrive35i third row seating 4dr suv,14,489,194,176,293,2245,140,179,44,91,113,89,107,164,165,50/50,x5 xdrive35i third row seating 4dr suv14
bmw,x5 xdrive40e 4dr suv,14,489,194,176,293,2368,140,179,44,91,113,89,107,164,165,50/50,x5 xdrive40e 4dr suv14
bmw,x5 xdrive50i third row seating 4dr suv,14,489,194,176,293,2413,140,179,44,91,113,89,107,164,165,50/50,x5 xdrive50i third row seating 4dr suv14
chrysler,200 4dr sedan i-4 fwd,14,490,181,147,275,1575,128,55,36,85,125,105,110,161,158,60/40,200 4dr sedan i-4 fwd14
chrysler,200 4dr sedan v6 awd,14,490,181,147,275,1721,128,55,36,85,125,105,110,161,158,60/40,200 4dr sedan v6 awd14
chrysler,200 4dr sedan v6 fwd,14,490,181,147,275,1643,128,55,36,85,125,105,110,161,158,60/40,200 4dr sedan v6 fwd14
fiat,500l 4dr hatchback,13,425,179,165,261,1476,93,137,40,87,110,86,78,151,151,61/39,500l 4dr hatchback13
ford,f-150 p/u supercab 6.5-ft box 2wd,14,584,203,192,368,1983,133,304,48,96,140,96,120,172,172,58/42,f-150 p/u supercab 6.5-ft box 2wd14
ford,f-150 p/u supercab 6.5-ft box 4x4,14,584,203,196,368,2081,133,304,48,96,140,96,120,172,172,58/42,f-150 p/u supercab 6.5-ft box 4x414
ford,f-150 p/u supercab 8-ft box 2wd,14,632,203,192,416,2059,133,352,48,96,140,96,120,172,172,58/42,f-150 p/u supercab 8-ft box 2wd14
ford,f-150 p/u supercab 8-ft box 4x4,14,632,203,196,416,2217,133,352,48,96,140,96,120,172,172,58/42,f-150 p/u supercab 8-ft box 4x414
ford,f-150 p/u supercrew 5.5-ft box 2wd,14,584,203,192,368,2028,133,304,48,96,140,96,120,172,172,58/42,f-150 p/u supercrew 5.5-ft box 2wd14
ford,f-150 p/u supercrew 5.5-ft box 4x4,14,584,203,196,368,2130,133,304,48,96,140,96,120,172,172,58/42,f-150 p/u supercrew 5.5-ft box 4x414
ford,f-150 p/u supercrew 6.5-ft box 2wd,14,614,203,192,398,2087,133,334,48,96,140,96,120,172,172,58/42,f-150 p/u supercrew 6.5-ft box 2wd14
ford,f-150 p/u supercrew 6.5-ft box 4x4,14,614,203,196,398,2236,133,334,48,96,140,96,120,172,172,58/42,f-150 p/u supercrew 6.5-ft box 4x414
ford,mustang gt350 2dr coupe rwd,14,482,193,138,272,2066,157,63,29,81,117,99,112,161,162,54/46,mustang gt350 2dr coupe rwd14
hyundai,accent 4dr hatchback (auto),11,412,170,145,257,1159,104,130,37,79,105,82,73,149,149,62/38,accent 4dr hatchback (auto)11
hyundai,accent 4dr hatchback (manual),11,412,170,145,257,1129,104,130,37,79,105,82,73,149,149,62/38,accent 4dr hatchback (manual)11
hyundai,accent 4dr sedan (auto),11,437,172,145,257,1155,103,50,36,79,106,82,97,149,150,62/38,accent 4dr sedan (auto)11
hyundai,accent 4dr sedan (manual),11,437,172,145,257,1125,103,50,36,79,106,82,97,149,150,62/38,accent 4dr sedan (manual)11
mazda,cx-5 gs 4dr suv fwd (2016.5),12,455,184,167,270,1559,123,146,39,87,111,94,91,158,158,56/44,cx-5 gs 4dr suv fwd (2016.5)12
mazda,cx-5 gs/gt 4dr suv awd (2016.5),12,455,184,167,270,1629,123,146,39,87,111,94,91,158,158,56/44,cx-5 gs/gt 4dr suv awd (2016.5)12
mazda,cx-5 gx 4dr suv awd (2016.5),12,455,184,167,270,1556,123,146,39,87,111,94,91,158,158,56/44,cx-5 gx 4dr suv awd (2016.5)12
mazda,cx-5 gx 4dr suv fwd (2016.5),12,455,184,167,270,1489,123,146,39,87,111,94,91,158,158,56/44,cx-5 gx 4dr suv fwd (2016.5)12
mini,countryman cooper all4 4dr suv,11,431,182,156,267,1592,114,144,39,89,96,84,81,158,158,58/42,countryman cooper all4 4dr suv11
mini,countryman cooper s / john cooper works all4 4dr suv,11,431,182,156,267,1646,114,144,39,89,96,84,81,158,158,58/42,countryman cooper s / john cooper works all4 4dr suv11
nissan,juke 4dr suv nismo awd,14,416,177,157,253,1460,111,105,34,84,103,85,78,153,151,60/40,juke 4dr suv nismo awd14
nissan,juke 4dr suv sv/sl awd,11,413,177,157,253,1443,110,102,34,84,103,84,75,153,151,60/40,juke 4dr suv sv/sl awd11
nissan,sentra turbo 4dr sedan,13,464,176,150,270,1370,109,50,34,80,113,91,102,153,153,60/40,sentra turbo 4dr sedan13
porsche,macan 4dr suv awd,14,468,192,162,281,1865,136,134,38,87,123,94,94,163,165,57/43,macan 4dr suv awd14
audi,a3 sedan 2.0 tfsi quattro,14,446,180,142,264,1525,120,47,34,78,108,87,95,156,153,60/40,a3 sedan 2.0 tfsi quattro14
bmw,2 series 230i 2dr coupe rwd,14,443,177,142,268,1608,134,53,34,81,104,78,96,152,156,50/50,2 series 230i 2dr coupe rwd14
bmw,2 series 230i xdrive 2dr coupe,14,443,177,142,268,1685,134,53,34,81,104,78,96,152,156,52/48,2 series 230i xdrive 2dr coupe14
bmw,2 series m240i 2dr coupe rwd,14,443,177,142,268,1587,134,53,34,81,104,78,96,152,156,52/48,2 series m240i 2dr coupe rwd14
bmw,2 series m240i xdrive 2dr coupe,14,443,177,142,268,1661,134,53,34,81,104,78,96,152,156,54/46,2 series m240i xdrive 2dr coupe14
bmw,3 series 328d xdrive 4dr sedan,12,463,181,143,281,1676,137,52,37,77,109,78,104,154,158,51/49,3 series 328d xdrive 4dr sedan12
bmw,3 series 330i xdrive 4dr sedan,12,463,181,143,281,1592,137,52,37,77,109,78,104,154,158,50/50,3 series 330i xdrive 4dr sedan12
bmw,3 series 340i xdrive 4dr sedan,12,463,181,143,281,1733,137,52,37,77,109,78,104,154,158,52/48,3 series 340i xdrive 4dr sedan12
bmw,4 series  430i xdrive 2dr cabriolet,14,464,183,138,281,1910,137,65,35,80,124,79,104,155,159,48/52,4 series  430i xdrive 2dr cabriolet14
bmw,4 series  430i xdrive 2dr coupe,14,464,183,138,281,1681,137,53,35,80,106,79,104,155,159,51/49,4 series  430i xdrive 2dr coupe14
bmw,4 series  440i 2dr coupe rwd,14,464,183,138,281,1688,137,53,35,80,106,79,104,155,159,51/49,4 series  440i 2dr coupe rwd14
bmw,4 series  440i xdrive 2dr cabriolet,14,464,183,138,281,1964,137,65,35,80,124,79,104,155,159,49/51,4 series  440i xdrive 2dr cabriolet14
bmw,4 series  440i xdrive 2dr coupe,14,464,183,138,281,1751,137,53,35,80,106,79,104,155,159,52/48,4 series  440i xdrive 2dr coupe14
bmw,4 series gran coupe 430i xdrive 4dr sedan,14,464,183,139,281,1713,137,100,35,80,106,79,104,155,159,49/51,4 series gran coupe 430i xdrive 4dr sedan14
bmw,4 series gran coupe 440i xdrive 4dr sedan,14,464,183,139,281,1784,137,100,35,80,106,79,104,155,159,51/49,4 series gran coupe 440i xdrive 4dr sedan14
bmw,6 series 650i xdrive 2dr cabriolet,12,489,189,137,286,2109,158,N/A,32,82,N/A,94,110,160,167,52/48,6 series 650i xdrive 2dr cabriolet12
bmw,6 series 650i xdrive 2dr coupe,12,489,189,137,286,2000,158,60,32,82,107,94,110,160,167,54/46,6 series 650i xdrive 2dr coupe12
bmw,i series i8 roadster,14,469,194,130,280,1595,132,48,26,79,107,96,93,164,158,49/51,i series i8 roadster14
bmw,m3 4dr sedan,14,467,188,143,281,1595,139,53,37,77,109,81,105,158,160,52/48,m3 4dr sedan14
bmw,m4 2dr cabriolet,14,467,187,139,281,1846,137,65,35,80,124,81,105,158,160,52/48,m4 2dr cabriolet14
bmw,m4 2dr coupe,14,467,187,138,281,1617,139,53,35,80,106,81,105,158,160,47/53,m4 2dr coupe14
bmw,m6 2dr cabriolet,12,489,189,137,285,2045,158,N/A,32,82,N/A,94,110,160,167,50/50,m6 2dr cabriolet12
bmw,m6 2dr coupe,12,489,189,137,285,1930,158,60,32,82,107,94,110,160,167,53/47,m6 2dr coupe12
ford,mustang ecoboost 2dr convertible,14,478,192,139,272,1902,153,69,29,81,129,95,112,159,165,52/48,mustang ecoboost 2dr convertible14
ford,mustang ecoboost 2dr coupe,14,478,192,138,272,1855,153,63,29,81,117,95,112,158,165,52/48,mustang ecoboost 2dr coupe14
ford,mustang gt 2dr convertible,14,478,192,139,272,2066,153,69,29,81,129,95,112,159,165,54/46,mustang gt 2dr convertible14
ford,mustang gt 2dr coupe,14,478,192,138,272,1995,153,63,29,81,117,95,112,158,165,54/46,mustang gt 2dr coupe14
ford,mustang gt350/350r 2dr coupe,14,482,193,138,272,2066,157,63,29,81,117,99,112,161,162,54/46,mustang gt350/350r 2dr coupe14
lexus,is 300 rwd sedan,14,467,181,143,280,1625,138,49,34,80,103,84,104,154,155,55/45,is 300 rwd sedan14
volkswagen,beetle 2dr coupe,12,428,181,149,254,1337,118,44,33,82,111,88,86,158,155,63/37,beetle 2dr coupe12
volkswagen,passat 2.0l tsi 4dr sedan,11,487,184,147,280,1480,121,54,35,79,113,91,114,156,153,60/40,passat 2.0l tsi 4dr sedan11
